id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2095162	10.2307/2095162	Cumulative Advantage and Inequality in Science	Paul D. Allison, J. Scott Long, Tad K. Krauze	American Sociological Review	47	5	1982-10-01T00:00:00Z	pp. 615-625	American Sociological Association	fla		The hypothesis of cumulative advantage is widely accepted in the sociology of science, but empirical tests have been few and equivocal. One approach, originated by Allison and Stewart (1974), is to see whether inequality of productivity and recognition increases as a cohort of scientists ages. This paper extends their work by examining true cohorts of biochemists and chemists rather than synthetic cohorts. Increasing inequality is observed for counts of publications but not for counts of citations to all previous publications. It is also shown that a mathematical model of cumulative advantage does not imply increasing inequality. When the model is modified to allow for heterogeneity in the rate of cumulative advantage, however, increasing inequality is implied.	
10.2307/2095112	10.2307/2095112	Curriculum Tracking and Delinquency: Some Observations	Kenneth Polk	American Sociological Review	48	2	1983-04-01T00:00:00Z	pp. 282-284	American Sociological Association	fla			
10.2307/2094252	10.2307/2094252	Race, Commitment to Deviance, and Spoiled Identity	Anthony R. Harris	American Sociological Review	41	3	1976-06-01T00:00:00Z	pp. 432-442	American Sociological Association	fla		Data generated by 234 young black and white inmates in 1971 challenge the assumption, widely held within the labeling perspective, that "spoiled identity" is a necessary, socially invariant outcome of deviant commitment and self-definition. The findings reveal that while for whites "criminal" self-typing is significantly related to the spoiling of identity, as operationalized by a series of measures of psychological well-being; for blacks the relationship between such typing and identity spoliation is not significant. Even stronger cross-race interaction is observed on a related aspect of identity: while for whites instrumental commitment to criminal choice is also associated with heightened identity spoliation, for blacks higher levels of criminal commitment are associated with lessened spoliation (i.e., higher levels of psychological well-being). An argument is developed which attempts to interpret these findings in the more general theoretical context of caste, social membership, and ascribed versus attained status. It is noted that the findings and their interpretation suggest a line of research of potentially broad significance, not only in terms of labeling theory and its refinement, but in the more general terms of deviance, stratification and mobility.	
10.2307/2095030	10.2307/2095030	The Effects of Household Density on Subgroups	Mark Baldassare	American Sociological Review	46	1	1981-02-01T00:00:00Z	pp. 110-118	American Sociological Association	fla		Considered here are those variations among subgroups' abilities to adjust to household density. Social contexts which do not provide the individual with sufficient control over the dense home environment are defined. Items from a national survey are chosen to measure dissatisfaction with the dwelling, family relations, social life, and personal well-being. The results indicate that respondents in higher-density homes have more negative evaluations if they are mothers, have low social status in the household, or live with young children.	
10.2307/2094466	10.2307/2094466	Contextual Effects in the High School Attainment Process	Karl Alexander, Bruce K. Eckland	American Sociological Review	40	3	1975-06-01T00:00:00Z	pp. 402-416	American Sociological Association	fla		This paper presents a multi-dimensional mediation model of composition influences. Ability and social status of student body composition are distinguished, and the interpersonal and social comparison processes by which their effects tend to offset each other are specified. Whereas the contextual effects of ability were found to be negative, those of social status were positive. Since the two contextual variables themselves are positively and strongly correlated, their effects are almost exactly offsetting in the long run. The model is examined on data for a national sample first surveyed in 1955 as high school sophomores and followed up in 1973.	
10.2307/2095527	10.2307/2095527	Why Not Equal Protection? Explaining the Politics of Public Social Spending in Britain, 1900-1911, and the United States, 1880s-1920	Ann Shola Orloff, Theda Skocpol	American Sociological Review	49	6	1984-12-01T00:00:00Z	pp. 726-750	American Sociological Association	fla		Britain was a pioneer in launching a modern welfare state. Before World War I, it instituted workers' compensation, old age pensions, health insurance, and the world's first compulsory system of unemployment insurance. By the end of the nineteenth century, the United States had expanded Civil War pensions into de facto old age and disability pensions for many working- and middle-class Americans. However, during the Progressive Era, as the Civil War generation died off, the United States failed to institute modern pensions and social insurance. Conventional theories of welfare-state development-theories emphasizing industrialization, liberal values, and demands by the organized industrial working class-cannot sufficiently account for these contrasting British and U.S. patterns. Instead, a macropolitical explanation is developed. By the early twentieth century, Britain had a strong civil service and competing, programmatically oriented political parties. Patronage politics had been overcome, and political leaders and social elites were willing to use social spending as a way to appeal to working-class voters. However, the contemporary United States lacked an established civil bureaucracy and was embroiled in the efforts of Progressive reformers to create regulatory agencies and policies free of the "political corruption" of nineteenth-century patronage democracy. Modern social-spending programs were neither governmentally feasible nor politically acceptable at this juncture in U.S. political history.	
10.2307/2094978	10.2307/2094978	The Validity of Randomized Response for Sensitive Measurements	Paul E. Tracy, James Alan Fox	American Sociological Review	46	2	1981-04-01T00:00:00Z	pp. 187-200	American Sociological Association	fla		Randomized response is a survey technique for reducing response bias arising from respondent concern over revealing sensitive information. There has been some question whether bias reduction earned through the randomized response approach is sufficient to compensate for its inefficiency. By comparing self-reported arrests for two interview conditions (randomized response and direct question) with corresponding true scores appearing in police arrest files, a field-validation of a quantitative randomized response model was attempted. Overall, randomized response outperformed the more traditional direct-question method. Not only was there substantial reduction in mean response error, but the response error operative in the randomized response condition appeared to be random rather than systematic. A mean squared error comparison of the two conditions appears to assuage the concern over its relative inefficiency.	
10.2307/2095570	10.2307/2095570	Status Attainment and the Commodity Form: Stratification in Historical Perspective	Robert Goldman, Ann Tickamyer	American Sociological Review	49	2	1984-04-01T00:00:00Z	pp. 196-209	American Sociological Association	fla		This paper reexamines status attainment models and the recent critiques of this approach from a class-analytic perspective. We argue that both sets of literature represent partial but uncontextualized portrayals of a particular historical configuration of class relations in American society. The paper documents this assertion by demonstrating how American stratification theory and research reflects and expresses the increasing penetration of market relations and instrumental rationality into social relations in an advanced capitalist society. The basic outlines of status attainment, its criticisms, and the historical changes in society that fostered the development of these models are sketched. Finally, historical and conceptual developments are related through the logic of the commodity form.	
10.2307/2094478	10.2307/2094478	Rewards, Resources, and the Rate of Mobility: A Nonstationary Multivariate Stochastic Model	Nancy Brandon Tuma	American Sociological Review	41	2	1976-04-01T00:00:00Z	pp. 338-360	American Sociological Association	fla		Most research on social mobility has concentrated either on identifying the causes of status attainment or on describing a population's movement over time by means of a stochastic (usually Markov) model. Viewing mobility as a semi-Markov process suggests that the rate of mobility is a proper object of explanation, and the status attainment literature suggests substantive determinants. In particular, I argue that the rate at which a person leaves a job declines with duration in the job and depends on initial levels of job rewards, stationary and changing individual resources, and on the distribution of rewards and resources in the social system. Results from testing the proposed model with data on 1609 jobs of 456 different Chicano men support most points of the argument.	
10.2307/2094695	10.2307/2094695	Equality, Success, and Social Justice in England and the United States	Robert V. Robinson, Wendell Bell	American Sociological Review	43	2	1978-04-01T00:00:00Z	pp. 125-143	American Sociological Association	fla		In an exploratory study of matched samples in England and the United States, we construct a path model that explains 26% and 39%, respectively, of the variance in social judgments about the fairness or unfairness of equality. The underdog principle, from which we predict that egalitarians compared to inegalitarians are more likely to be nonwhite, to have low prestige occupations, to have low family incomes, and to identify with the lower and working classes, is accepted. The principle of enlightenment, from which we predict a positive relationship between education and favorable attitudes toward equality, is accepted for England but not for the United States. The principle of an egalitarian Zeitgeist, from which we predict younger people are more egalitarian than older people, is accepted for the United States but not for England. Two additional important causal variables are found. First, a sense of personal equity, that is, a belief that a person has the standard of living that he/she deserves, reduces egalitarian attitudes in England more than in the United States and may reflect a cultural belief that British society is extraordinarily just because social arrangements result from fair rules of the game. While it is of no importance in England, the cultural belief in monetary success reduces egalitarian attitudes in the United States and functions as the belief in the just society does in England.	
10.2307/2095427	10.2307/2095427	Presidential Election Effects on Suicide and Mortality Levels are Independent of Unemployment Rates	Myron Boor, Jerome A. Fleming	American Sociological Review	49	5	1984-10-01T00:00:00Z	pp. 706-707	American Sociological Association	fla			
10.2307/2095110	10.2307/2095110	Scale Economy or Scale Entropy? Country Size and Rate of Economic Growth, 1950-1977	Glenn Firebaugh	American Sociological Review	48	2	1983-04-01T00:00:00Z	pp. 257-269	American Sociological Association	fla		Conventional arguments about scale effects suggest the possibility of scale economies for nations: larger national markets permit greater labor specialization, resulting in greater productivity per unit. But there are other possibilities. Some Marxist writers describe "contradictions" in advanced capitalist nations which make their continued economic growth problematic. Recent "limits-to-growth" writers imply likewise that nations may be subject to diminishing returns to scale as large economies increasingly confront resource constraints ("scale entropy"). This analysis uses data for 105 nations to assess the effects of country size on economic growth rate, 1950-1977. Contrary to conventional arguments, domestic market size has no independent effect on rate of economic growth. However, when market size is decomposed so that the effects of population size and per capita income are separated, an interesting pattern emerges: population has a modest positive effect on growth rate, while per capita income has a substantial negative effect. Consistent with the scale entropy view, the negative income effect suggests that affluence may entail costs which slow economic growth.	
10.2307/2094479	10.2307/2094479	Reply to Cohen, Hazelrigg and Pope	Talcott Parsons	American Sociological Review	41	2	1976-04-01T00:00:00Z	pp. 361-365	American Sociological Association	fla			
10.2307/2094748	10.2307/2094748	The American Perception of Class and Status	Reeve Vanneman, Fred C. Pampel	American Sociological Review	42	3	1977-06-01T00:00:00Z	pp. 422-437	American Sociological Association	fla		Most American sociological research has conceptualized the occupational structure as a continuous prestige hierarchy. The research reported here questions the generality of that conceptualization by examining the relative importance of manual-nonmanual class differences and prestige differences for several attitudes and behaviors. First, the perception of "working class" and "middle class" more closely reflects a manual-nonmanual dichotomy than a continuous prestige scale. Voting behavior and party identification are also better predicted by the dichotomy. Second, the relevance of bounded class and continuous status models varies according to the issues involved. Thus, some interpersonal behaviors and individual satisfactions are patterned according to continuous prestige rankings while opinions on societal issues reflect dichotomous class differences. Third, individuals vary in their propensity to use class or status models according to social structural influences. For instance, a prestige orientation is fostered by small, traditional industries while the class dichotomy is more important in large, bureaucratic industries. The evidence also indicates that occupational prestige is more a middle-class concern, with little importance for manual workers.	
10.2307/2095191	10.2307/2095191	Social Mobility in a Mid-Nineteenth Century French City	Ronald Aminzade, Randy Hodson	American Sociological Review	47	4	1982-08-01T00:00:00Z	pp. 441-457	American Sociological Association	fla		This paper explores changing patterns of class mobility in the city of Toulouse, France during the middle decades of the nineteenth century. Class categories are used to map out mobility patterns across locations in the social relations of production rather than across locations in status hierarchies. Data on patterns of intergenerational mobility derived from the marriage records of 1830 and 1872 are used to document the rigidity of class boundaries at different points in time, the sources of recruitment for newly emerging working-class positions, and the impact of changes in production relations upon the character and meaning of mobility patterns. Changes in mobility patterns are situated within the historical context of the changing social relations of production that marked the rise of early industrial capitalism. The final section of the paper provides some hypotheses regarding the impact of changing mobility patterns upon the process of class formation.	
10.2307/2094251	10.2307/2094251	Black-White Differences in Educational Attainment	Alejandro Portes, Kenneth L. Wilson	American Sociological Review	41	3	1976-06-01T00:00:00Z	pp. 414-431	American Sociological Association	fla		Main and interactive effects of racial differences in educational attainment are examined on the basis of a recent longitudinal sample of the U.S. high school population. Availability of appropriate measures permits comparison between "comprehensive" models of the attainment sequence between blacks and whites. In agreement with past results, it is found that blacks have higher educational attainment than whites of similar parental status and ability. This additive race effect disappears, however, when the full set of intervening variables is considered. Race interactions are found to affect all endogenous variables. Differences in the process of educational attainment point to the stronger relative role of parental status, measured ability, and school grades among whites, and of self-esteem and educational aspirations among blacks. Implications of these findings, as they suggest differences between "insiders" and "outsiders" to institutional channels for attainment, are examined. Limitations of the data and lines for future research are discussed.	
10.2307/2094902	10.2307/2094902	Reply to Gove and Hughes	Alan Booth, David R. Johnson, John N. Edwards	American Sociological Review	45	5	1980-10-01T00:00:00Z	pp. 870-873	American Sociological Association	fla			
10.2307/2094556	10.2307/2094556	Intelligence and Delinquency: A Revisionist Review	Travis Hirschi, Michael J. Hindelang	American Sociological Review	42	4	1977-08-01T00:00:00Z	pp. 571-587	American Sociological Association	fla		Recent research on intelligence and delinquency suggests that (1) the relation is at least as strong as the relation of either class or race to official delinquency; (2) the relation is stronger than the relation of either class or race to self-reported delinquency. In an analysis of the history of the research on the IQ-delinquency relation, we trace the developments leading to the current textbook position that IQ is not an important factor in delinquency. This position, which came into vogue about forty years ago and is still held by many sociologists, has its roots in: (1) a medical to sociological paradigm shift in this century; (2) the failure of subsequent research to substantiate the early exorbitant claims that low IQ was a necessary and sufficient condition for illegal behavior; (3) early negative reviews of research on this question by Sutherland and others; (4) reservations about the validity of the measurement of both IQ and delinquency; (5) erroneous interpretation of research findings; (6) speculation regarding factors which might account for the relation. It is noted that many currently prominent sociological theories of delinquency implicitly or explicitly use IQ as a crucial theoretical element. We show that IQ has an effect on delinquency independent of class and race, and we argue that this effect is mediated through a host of school variables.	
10.2307/2117717	10.2307/2117717	Industrialization and the Status Attainment Process: The Thesis of Industrialism Reconsidered	David B. Grusky	American Sociological Review	48	4	1983-08-01T00:00:00Z	pp. 494-506	American Sociological Association	fla		This paper presents a theory of labor market segmentation which pertains to regional sectors rather than dual industrial structures. Two positions are advanced regarding the effects of regional industrialization on status attainment parameters. Whereas the thesis of industrialism describes the emergence of nonascriptive patterns of allocation, the status maintenance thesis contends this transition is impeded by concurrent declines in educational inequality and occupational upgrading. These conflicting positions are examined by estimating attainment models within twelve Japanese regions varying widely in economic development. Results suggest moderate regional heterogeneity in attainment coefficients, implying that estimation of a single national model entails misspecification. The pattern of regional variation provides partial support for the status maintenance thesis, with occupational upgrading particularly important for the development of meritocratic organization. Macro-level structural models of these relationships are presented.	
10.2307/2094608	10.2307/2094608	Status, Inequality and Innovation: The Green Revolution in Andra Pradesh, India	John W. Gartrell	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 318-337	American Sociological Association	fla		The manner in which status influences the trial of innovations in agriculture has important implications for agrarian development policy. Analysis of data from samples of cultivators in 84 agrarian communities in Andhra Pradesh, India, found little support for Cancian's theory that rank inhibits risk-taking, even under conditions specified as necessary for such effects. Analysis of variance results suggested that increases in status among the poor might result in as much or more of the innovation expected to increase food production as would the present concentration of new opportunities among the rich. While these results appeared to be fairly consistent across different kinds of communities, innovation increased with increased inequality in the distribution of wealth (controlling for the effects of individual status). However, knowledge in inequality slightly inhibited innovation, apparently because relatively simple information about modern farming practices was widely diffused.	
10.2307/2094996	10.2307/2094996	Another Look at the Export of Raw Materials and Economic Growth	Randall Stokes, David Jaffee	American Sociological Review	47	3	1982-06-01T00:00:00Z	pp. 402-407	American Sociological Association	fla		Recent empirical evaluations of the economic consequences of specialization in the export of raw materials have been seriously hampered by inadequate conceptualization and measurement of the central variables. A scale is advanced to measure relative degree of processing of exports and it is shown that specializing in the export of goods with low levels of processing has a significant negative effect on economic growth. The broader results suggest that position in the world economy is an important determinant of the economic fate of nations.	
10.2307/2094918	10.2307/2094918	Aggregation Gain and Loss in Electoral Research	Charles C. Ragin	American Sociological Review	45	6	1980-12-01T00:00:00Z	pp. 1031-1036	American Sociological Association	fla			
10.2307/2094603	10.2307/2094603	Social Reform Organizations and Subsequent Careers of Participants: A Follow-Up Study of Early Participants in the OEO Legal Services Program	Howard S. Erlanger	American Sociological Review	42	2	1977-04-01T00:00:00Z	pp. 233-248	American Sociological Association	fla		This paper considers the extent to which participation as a salaried professional in a reform-oriented organization affects the participant's subsequent career. This issue is studied in the context of one such organization, the OEO sponsored Legal Services Program, which was probably the largest and best known organization oriented to the redistribution of professional services in the late 1960s. Because of the paucity of literature on the consequences of participation in reform organizations, a related literature, that of the consequences of participation in the student movement of the sixties, is drawn upon for insight, yet also critically examined. Comparison of the subsequent careers of 228 lawyers in Legal Services in 1967 to those of 981 other lawyers who were practicing law in 1967 indicates that participation in the program has an important effect on both the distribution of professional services and the rendering of reform-oriented pro bono (free or reduced fee) work. In contrast to previous studies, the explanation offered here differentiates between various components of socialization. In addition, the importance of job market factors is stressed. A further difference from previous work is the consideration, albeit brief, of the effects of variation in experience in the organization.	
10.2307/2094950	10.2307/2094950	"Sex and Authority in the Workplace": A Replication and Critique	William P. Bridges, Baila Miller	American Sociological Review	46	5	1981-10-01T00:00:00Z	pp. 677-684	American Sociological Association	fla			
10.2307/2094432	10.2307/2094432	Erratum: "Temporal Change in Occupational Mobility: Evidence for Men in the United States"		American Sociological Review	40	4	1975-08-01T00:00:00Z	p. 455	American Sociological Association	fla			
10.2307/2094762	10.2307/2094762	Marx's Theory of the Falling Rate of Profit: Towards a Dialectical Analysis of Structural Social Change	Richard P. Appelbaum	American Sociological Review	43	1	1978-02-01T00:00:00Z	pp. 67-80	American Sociological Association	fla		Conventional sociological theory is unable to account for endogenous change at the structural level. While various sociologists have attempted to develop a framework that would account for such change by abstracting formalized elements out of Marxist theory, these efforts--precisely because of their highly formal nature--are unsuccessful. Marx's theory itself seeks to explain change as built into the contradictory survival requirements of class societies conceived as closed social systems. The forces militating for change play themselves out with quasi-automatic necessity. The direction of change depends partly on the structural parameters and partly on the consciousness of individuals organized into social classes. It is argued that the utility of Marx's approach is tied both to his overall theoretical framework, and its rootedness in specific historical, social and economic conditions. This argument is illustrated with reference to Marx's theory of the falling rate of profit under conditions of competitive capitalism.	
10.2307/2095086	10.2307/2095086	Diagonal Mobility Models: A Substantively Motivated Class of Designs for the Analysis of Mobility Effects	Michael E. Sobel	American Sociological Review	46	6	1981-12-01T00:00:00Z	pp. 893-906	American Sociological Association	fla		Designs for the analysis of mobility effects are flawed by the manner in which the effects of origins and destinations are parametrized. Consequently, suggestions that mobility experiences do not affect attitudes and behaviors are inconclusive. A new class of models (diagonal mobility models) for the analysis of mobility effects which are demonstrably grounded in sociological theory is proposed, and estimation of these models is discussed. To illustrate the use of these models, a reanalysis of the relationship between fertility and intergenerational mobility is presented, using data from the 1962 Occupational Changes in a Generation (OCG-1) survey. The effects of origin and destination on fertility do not depend upon particular origin or destination classes; the effect of destination on fertility appears to be stronger than the effect of origin; and there is only weak evidence of mobility effects.	
10.2307/2094350	10.2307/2094350	Reply to Chauncey and Gove	Thomas J. Scheff	American Sociological Review	40	2	1975-04-01T00:00:00Z	pp. 252-255+258+257+256	American Sociological Association	fla			
10.2307/2094499	10.2307/2094499	Style as Social Process	Barbara Rosenblum	American Sociological Review	43	3	1978-06-01T00:00:00Z	pp. 422-438	American Sociological Association	fla		This comparative study of news, advertising and fine arts photographers argues that stylistic conventions in each of three categories of photography are partly determined by basic structural processes which, in turn, shape photographers' control over technical and aesthetic aspects of the photographic process. This study provides a meaningful approach to the analysis of material culture, an area which has been investigated from points of view other than sociology.	
10.2307/2095013	10.2307/2095013	Comment: Rejoinder To Judd And Milburn	Philip E. Converse	American Sociological Review	45	4	1980-08-01T00:00:00Z	pp. 644-646	American Sociological Association	fla			
10.2307/2095166	10.2307/2095166	Rediscovering City Differences in Racial Occupational Inequality	Mark Fossett, Gray Swicegood	American Sociological Review	47	5	1982-10-01T00:00:00Z	pp. 681-689	American Sociological Association	fla		This paper investigates the question of whether city differences in racial occupational inequality are of sufficient magnitude to warrant sustained empirical and theoretical analysis. Using both direct measures of racial occupational inequality and log-linear techniques, we find ample evidence to support the conclusion that city differences in racial occupational inequality are pronounced and merit investigation by social scientists. Thus, we reaffirm the longstanding research tradition investigating city differences in racial occupational inequality.	
10.2307/2094904	10.2307/2094904	In Pursuit of Preconceptions: A Reply to the Claim of Booth and His Colleagues That Household Crowding is Not an Important Variable	Walter R. Gove, Michael Hughes	American Sociological Review	45	5	1980-10-01T00:00:00Z	pp. 878-886	American Sociological Association	fla			
10.2307/2095197	10.2307/2095197	Familial Influence on the Intellectual Attainment of Children	James A. Mercy, Lala Carr Steelman	American Sociological Review	47	4	1982-08-01T00:00:00Z	pp. 532-542	American Sociological Association	fla		Using a nationally representative sample of six to eleven-year-old children, we examine the relationship between socioeconomic status and ability in the light of the potential mediating effects of family structure and childhood experience. Comparisons are made across verbal and nonverbal dimensions of ability using LISREL techniques. The findings show that a substantial portion of the effects of socioeconomic indicators on ability can be interpreted in terms of conditions within the family environment. These effects seem more important for the enhancement of verbal abilities than nonverbal ones.	
10.2307/2095061	10.2307/2095061	Race and the War on Crime: The Sociopolitical Determinants of Municipal Police Expenditures in 90 non-Southern U.S. Cities	Pamela Irving Jackson, Leo Carroll	American Sociological Review	46	3	1981-06-01T00:00:00Z	pp. 290-305	American Sociological Association	fla		Three variables suggested by conflict theory--the racial composition of the city, the level of black mobilization activity, and the frequency of riots in the 1960s--are used as independent predictors of municipal policing expenditures in 1971. A simultaneous model which recognizes the interdependence of the police expenditure function with the crime and total city revenue functions is tested using data for a sample of 90 U.S. cities. Racial composition and the level of black mobilization activity were significant predictors of municipal policing expenditures. Race-related variables appear to have had a greater effect on police capital expenditures than on expenditures for salaries and operations.	
10.2307/2094480	10.2307/2094480	On House and Mason's Study of Alienation	Avery M. Guest	American Sociological Review	41	2	1976-04-01T00:00:00Z	pp. 365-367	American Sociological Association	fla			
10.2307/2094522	10.2307/2094522	Erratum: "Class Power and State Policy"		American Sociological Review	44	5	1979-10-01T00:00:00Z	p. 712	American Sociological Association	fla			
10.2307/2094895	10.2307/2094895	Social Networks and Social Movements: A Microstructural Approach to Differential Recruitment	David A. Snow, Louis A. Zurcher, Jr., Sheldon Ekland-Olson	American Sociological Review	45	5	1980-10-01T00:00:00Z	pp. 787-801	American Sociological Association	fla		Past examinations of differential recruitment to and the differential growth of social movements have typically sought explanation at a social psychological/motivational level of analysis. That focus has recently been called into question by scholars concerned with the process through which movement organizations expand their ranks and mobilize support for their causes. Yet, as Useem (1975) and Zald and McCarthy (1979) have noted, there has been little systematic research conducted on the details of the influence process. Drawing on data derived from a synthesis of existing research and two primary sources, this paper attempts to shed greater empirical and theoretical light on the movement recruitment process. The findings indicate that differential recruitment is not merely a function of dispositional susceptibility, but is strongly influenced by structural proximity, availability, and affective interaction with movement members. The findings also indicate that a movement organization's network attributes function as an important determinant of its recruitment strategies and growth.	
10.2307/2095460	10.2307/2095460	Errata: An Approach to Sensitivity Analysis in Sociological Research		American Sociological Review	49	4	1984-08-01T00:00:00Z	p. iv	American Sociological Association	fla			
10.2307/2095187	10.2307/2095187	Constitutions as Ideology	John Boli-Bennett, John W. Meyer	American Sociological Review	45	3	1980-06-01T00:00:00Z	pp. 525-527	American Sociological Association	fla			
10.2307/2094449	10.2307/2094449	Biasing Influences on Drug Arrest Records: Implications for Deviance Research	Lois B. DeFleur	American Sociological Review	40	1	1975-02-01T00:00:00Z	pp. 88-103	American Sociological Association	fla		Despite repeated demonstrations that a variety of factors bias official records, such records are widely used in deviance research. The crucial issue relating to such use is whether biasing factors are random (tending to cancel each other out) or systematic (reducing validity for research to unacceptable degrees). Deviance statistics are generated in contexts whose numerous biasing factors can distort the occurrence rates of deviant acts. This study examines the influence of such factors on drug arrest records in Chicago. Three decades of arrests were studied and related to findings from extensive field research in the Narcotics Division of the Chicago Police. Drug arrest statistics for both whites and nonwhites revealed distinct trends and distributions over time and space. These patterns reflect systematic biases in the operations of police assigned to the Narcotics Division. These and other such biases argue that we ought not to rely on indices of drug activity derived from arrest records.	
10.2307/2094865	10.2307/2094865	Age, Fertility Expectations and Plans for Employment	Ross M. Stolzenberg, Linda J. Waite	American Sociological Review	42	5	1977-10-01T00:00:00Z	pp. 769-783	American Sociological Association	fla		Fertility, female labor force participation, and the relationship between them are key subjects in a number of theoretical and applied areas of sociology. Because sex role norms and the widespread use of birth control devices have given American women much control over their fertility and substantial choice in their labor force activity (or inactivity), understanding the development and interrelationship of labor force participation plans and fertility expectations assumes great importance in understanding actual labor force participation and actual fertility. As a step toward understanding this development, we describe and attempt to explain the effect of women's age on the relationship between their labor force participation plans and their fertility expectations. Using data from a national sample of young women aged 19 to 29 in 1973 (N = 3,589), we find a strong, linear relationship (r = -.96) between women's age and the effect of their plans for labor force participation on the number of children that they expect to bear in their lifetime. An explanation of this finding (called the Learning Hypothesis) is advanced which survives tests against several plausible alternative hypotheses. Policy implications and productive paths for future research are discussed.	
10.2307/2095060	10.2307/2095060	Differentiation within the United States Capitalist Class: Workforce Size and Income Differences	Howard Aldrich, Jane Weiss	American Sociological Review	46	3	1981-06-01T00:00:00Z	pp. 279-290	American Sociological Association	fla		A particularly important but neglected source of differentiation in the capitalist class in the United States is the amount of economic resources capitalists control, especially the number of workers they employ. Workforce size is a major dimension of stratification within the U.S. business population and in the capitalist class. Analysis of income determination among 468 small business owners demonstrates the usefulness of a continuous rather than a categorical conceptualization of fractions within the capitalist class. Workforce size is a more powerful predictor of income than other variables traditionally used in studies of economic inequality.	
10.2307/2095144	10.2307/2095144	Race, Sex and Feminist Outlooks	H. Edward Ransford, Jon Miller	American Sociological Review	48	1	1983-02-01T00:00:00Z	pp. 46-59	American Sociological Association	fla		From a national NORC sample, two hypotheses are tested that link combinations of race and gender with sex-role outlooks: 1) black males will be more sex-role traditional in outlook than white males and 2) black females will be more sex-role feminist than white females. These hypotheses are developed from a multiple hierarchy approach to stratification: intersections of race and gender create unique social aggregates, the life chances and experiences of which assume patterns that cannot be anticipated by simply adding the effects of race to those of gender. It is found that black males are more traditional in sex-role outlook than white males, especially so among those identifying themselves as middle class. However, black females are not consistently more feminist in sex-role outlook than white females. Interpretations for these findings are discussed.	
10.2307/2094786	10.2307/2094786	Reply to Stumpp, Marsh, and Lake	Christopher Chase-Dunn	American Sociological Review	43	4	1978-08-01T00:00:00Z	pp. 604-605	American Sociological Association	fla			
10.2307/2094922	10.2307/2094922	Fiscal Policy and Class Income Inequality: The Distributional Consequences of Governmental Revenues and Expenditures in the United States, 1949-1976	Joel A. Devine	American Sociological Review	48	5	1983-10-01T00:00:00Z	pp. 606-622	American Sociological Association	fla		Despite the vast expansion in governmental spending during the post-Second World War era, few researchers have sought to analyze the income distributional consequences of state fiscal policies. The present research initially elaborates three abstract perspectives on the state and on United States budgetary practices. Then, using factor share income as a proxy for broad class groupings, this research provides a time-series regression analysis of the impact of state expenditures and revenue extraction on the distribution of income in the United States for the years 1949-1976. Results suggest that governmental revenue policies have had a procapital bias while state expenditures have tended to favor labor relative to capital. The net impact of these contradictory tendencies has left the market-based income distribution relatively unchanged despite the sizeable growth of the public sector during the period under study.	
10.2307/2094826	10.2307/2094826	The Effects of Political Participation and Socialist Party Strength on the Degree of Income Inequality	Steven Stack	American Sociological Review	44	1	1979-02-01T00:00:00Z	pp. 168-171	American Sociological Association	fla			
10.2307/2117718	10.2307/2117718	Weber on Action	Stephen P. Turner	American Sociological Review	48	4	1983-08-01T00:00:00Z	pp. 506-519	American Sociological Association	fla		Weber's writings on action and the explanation of action do not present a particularly coherent view. In his earlier writings, from 1903-1907, he is under the sway of a juristic conception of cause based on the probability doctrines of von Kries, and this is reflected in his writings on action, which de-emphasize problems of interpretation and stress the analytic uses of methods of causal analysis. In the Logos essay, problems of interpretation and problems of cause and probability are discussed on a par. In the "Introduction" to Economy and Society, problems of interpretation, in particular of the application of the ideal-type "rational action," become central. The terminology of the von Kriesian theory disappears, and the requirements for "causal adequacy" are minimized, as is the analytic role of causal reasoning. Weber's various arguments are intelligible solutions to standard problems in the philosophy of action with recent analogues, notably in the work of Donald Davidson. These solutions suggest an alternative account of the significance of "intelligibility" as an aim of sociological approaches to action.	
10.2307/2095561	10.2307/2095561	Intergenerational Support Activities and Well-Being among the Elderly: A Convergence of Exchange and Symbolic Interaction Perspectives	Elizabeth Mutran, Donald C. Reitzes	American Sociological Review	49	1	1984-02-01T00:00:00Z	pp. 117-130	American Sociological Association	fla		Exchange and symbolic interaction perspectives recognize that individuals actively appraise and assess situations; that expectations and benefits derive their meanings from definitions of the situation and past experiences; and that interactions are not fixed and predetermined but open to negotiation and change. The application of this shared orientation to the intergenerational family role suggests that social background and related roles, subjective meanings and self-feelings, as well as exchange processes influence the interaction of adult children and their elderly parents. Data are derived from a national sample of elderly widows and married persons. Findings include: (1) marital status creates differences in the character and importance of the intergenerational role; (2) the subjective significance attributed to adult children is a major factor which influences patterns of intergenerational interaction; and (3) exchange patterns appear to be more important in influencing the self-feelings of widows than married persons.	
10.2307/2094736	10.2307/2094736	On Bias in Drug Arrest Records	Roy L. Austin	American Sociological Review	41	5	1976-10-01T00:00:00Z	pp. 893-896	American Sociological Association	fla			
