id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.1086/654934	10.1086/654934	Acknowledgments to Referees		American Journal of Sociology	115	6	2010-05-01T00:00:00Z	pp. 1975-1980	The University of Chicago Press	fla		The editors are indebted to their many colleagues who assist them in the assessment of manuscripts. The value of these referees cannot be overstated: their work is a continuous service to the profession. The following is a list of people who have read at least one paper in 2009. We take this opportunity to thank this supportive community of scholars.	
10.1086/210283	10.1086/210283	<i>On Durkheim's Elementary Forms of Religious Life,</i> edited by N. J. Allen, W. S. F. Pickering, and W. Watts Miller	Edward A. Tiryakian	American Journal of Sociology	105	1	1999-07-01T00:00:00Z	pp. 258-260	The University of Chicago Press	fla			
10.1086/661761	10.1086/661761	Avoiding Catastrophe: The Interactional Production of Possibility during the Cuban Missile Crisis	David R. Gibson	American Journal of Sociology	117	2	2011-09-01T00:00:00Z	pp. 361-419	The University of Chicago Press	fla		In October 1962, the fate of the world hung on the U.S. response to the discovery of Soviet nuclear missiles in Cuba. President Kennedy’s decision to impose a blockade was based on hours of discussions with top advisers (the so-called ExComm), yet decades of scholarship on the crisis have missed the central puzzle: How did the group select one response, the blockade, when all options seemed bad? Recently released audio recordings are used to argue that the key conversational activity was storytelling about an uncertain future. Kennedy’s choice of a blockade hinged on the narrative “suppression” of its most dangerous possible consequence, namely the perils of a later attack against operational missiles, something accomplished through omission, self-censorship, ambiguation, uptake failure, and narrative interdiction. The article makes the very first connection between the localized dynamics of conversation and decision making in times of crisis, and offers a novel processual account of one of the most fateful decisions in human history.	
10.1086/590646	10.1086/590646	Localism and the Limits of Political Brokerage: Evidence from Revolutionary Vermont	Henning Hillmann	American Journal of Sociology	114	2	2008-09-01T00:00:00Z	pp. 287-331	The University of Chicago Press	fla		Previous research argues that political brokers between rival factions play a critical role in state centralization because they help national state builders to undermine local autonomy. In contrast, this article demonstrates how coordinator elites who forge relationships within communal networks act as a counterweight to more cosmopolitan brokers, representing local interests. Evidence from new archival data on credit networks and political mobilization in Revolutionary Vermont shows that such local powerholders used their strategic position in economic networks to gain influential political offices. Moreover, coordinators strengthened local political factions that linked to national politics without eroding the interests of local communities.	
10.1086/670361	10.1086/670361	Contributors		American Journal of Sociology	118	4	2013-01-01T00:00:00Z	pp. iv-v	The University of Chicago Press	fla			
10.1086/378342	10.1086/378342	Exit‐Voice Dynamics in Collective Action: An Analysis of Emigration and Protest in the East German Revolution	Steven Pfaff, Hyojoung Kim	American Journal of Sociology	109	2	2003-09-01T00:00:00Z	pp. 401-444	The University of Chicago Press	fla		What triggers protest in a highly repressive regime? Do opportunities to exit an unfavorable regime through flight spur collective action aimed to reform or replace it? Drawing on Hirschman’s microeconomic theory of exit and voice as responses to organizational decline, this article offers a sociological theory of exit‐voice dynamics that considers the implications of social embeddedness for collective action. A unique data set on migration and protest in the East German revolution of 1989–90 is used to analyze county‐level variations in exit and voice alongside indicators of political loyalty, social movement organization, and social and economic conditions. The analysis finds strong support for the reformulated exit‐voice model and its prediction of an inverted‐ \documentclass{aastex} \usepackage{amsbsy} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{bm} \usepackage{mathrsfs} \usepackage{pifont} \usepackage{stmaryrd} \usepackage{textcomp} \usepackage{portland,xspace} \usepackage{amsmath,amsxtra} \usepackage[OT2,OT1]{fontenc} \newcommand\cyr{ \renewcommand\rmdefault{wncyr} \renewcommand\sfdefault{wncyss} \renewcommand\encodingdefault{OT2} \normalfont \selectfont} \DeclareTextFontCommand{\textcyr}{\cyr} \pagestyle{empty} \DeclareMathSizes{10}{9}{7}{6} \begin{document} \landscape $\textsf{U}$\end{document}   ‐curve relationship between emigration and protest.	
10.1086/320303	10.1086/320303	Change Rules	József Böröcz	American Journal of Sociology	106	4	2001-01-01T00:00:00Z	pp. 1152-1168	The University of Chicago Press	fla			
10.1086/231110	10.1086/231110	<i>The Meanings of Macho: Being a Man in Mexico City</i> by Matthew C. Gutmann	Claire I. Viadro	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1482-1483	The University of Chicago Press	fla			
10.1086/231156	10.1086/231156	<i>Why the Wealthy Give: The Culture of Elite Philanthropy</i> by Francie Ostrower	Paul G. Schervish	American Journal of Sociology	102	6	1997-05-01T00:00:00Z	pp. 1770-1771	The University of Chicago Press	fla			
10.1086/499511	10.1086/499511	Getting Paid: Wage Arrears and Stratification in Russia	Theodore P. Gerber	American Journal of Sociology	111	6	2006-05-01T00:00:00Z	pp. 1816-1870	The University of Chicago Press	fla		Wage arrears have played an important, yet unappreciated role in the stratification of contemporary Russian society. Delays in wage payments became rampant and persistent during the 1990s because of the particular structural, institutional, and policy context that accompanied Russia’s market reforms. Recent improvements in Russia’s economy have reduced but not eliminated wage arrears, an innovative practice that has become institutionalized in some, but not all, postsocialist societies. Analyses of survey data collected in early 1998 confirm the independent stratifying role of arrears. Inequality in getting paid is socially structured in a different manner than inequality in contracted wages, and the former proves equally or more decisive in shaping inequality in actual wages. Arrears occur with some regularity in other national and historical contexts. This study of Russia shows that, where arrears are rampant, researchers should incorporate them into conceptual and empirical models of earnings inequality, and it offers an example of how that might be done.	
10.1086/231130	10.1086/231130	Historical Sociology and CORE Data: Comment on Robnett	David Keys	American Journal of Sociology	102	6	1997-05-01T00:00:00Z	pp. 1693-1698	The University of Chicago Press	fla			
10.1086/320302	10.1086/320302	Postcommunist Capitalism, Culture, and History	Michael D. Kennedy	American Journal of Sociology	106	4	2001-01-01T00:00:00Z	pp. 1138-1151	The University of Chicago Press	fla			
10.1086/210360	10.1086/210360	Conjuncture, Comparison, and Conditional Theory in Macrosocial Inquiry	Jeffrey M. Paige	American Journal of Sociology	105	3	1999-11-01T00:00:00Z	pp. 781-800	The University of Chicago Press	fla		Recent debates on comparative historical method have focused on three issues: (1) narrative and conjuncture, (2) the logic of comparison, and (3) the limits of theoretical generalization. The present article attempts to resolve some of the issues raised in these debates by developing a distinction between universal and historically conditional theory through a contrast between work by such leaders of the revived comparative historical tradition as Charles Tilly, Theda Skocpol, and Immanuel Wallerstein and selected works by second‐generation comparative historical sociologists. The conditional theories of the second generation incorporate narrative and conjunctural temporality, theory‐driven comparison, and historically conditional generalization that were not emphasized in the universalizing theories and comparisons of the first generation.	
10.1086/431540	10.1086/431540	Contributors		American Journal of Sociology	110	5	2005-03-01T00:00:00Z	pp. i-?	The University of Chicago Press	fla			
10.1086/499908	10.1086/499908	The Stages of the Policy Process and the Equal Rights Amendment, 1972–1982	Sarah A. Soule, Brayden G. King	American Journal of Sociology	111	6	2006-05-01T00:00:00Z	pp. 1871-1909	The University of Chicago Press	fla		Studies of how social movements impact policy outcomes typically treat policy change as a dichotomous phenomenon; a governmental unit either adopts or does not adopt a particular policy in a particular time frame. This simplistic view of the policy process runs the risk of masking how movements and other factors matter at various stages of the policy process. Each stage is characterized by different rules and different consequences; thus, movements and other factors ought to matter differently at each stage. The authors examine three stages of policy development with regard to state ratification of the Equal Rights Amendment. Results show that movements mattered more to legislative decisions in the earlier stages of the policy process, but that their effects were eclipsed in later stages by public opinion.	
10.1086/672274	10.1086/672274	Call for Papers		American Journal of Sociology	118	6	2013-05-01T00:00:00Z	p. v	The University of Chicago Press	fla			
10.1086/599249	10.1086/599249	Repression and Solidary Cultures of Resistance: Irish Political Prisoners on Protest	Denis O’Hearn	American Journal of Sociology	115	2	2009-09-01T00:00:00Z	pp. 491-526	The University of Chicago Press	fla		Social activists and especially insurgents have created solidary cultures of resistance in conditions of high risk and repression. One such instance is an episode of contention by Irish political prisoners in the late 1970s. The “blanketmen” appropriated and then built a solidary culture within spaces that had been under official control. Their ability to maintain such a collective response was enhanced by an intensifying cycle of protest and violent reprisal, including extreme stripping of their material environment, in which the prisoners gained considerable initiative. This study uses interviews and contemporary writings by prisoners, prison authorities, visitors, and movement activists to examine how the dynamic of protest and repression transformed insurgent prison culture—through material, emotional, and perceptive changes—and the importance of leadership in the transformation. Special attention is given to prisoner activities in appropriated spaces that reinforced the culture of resistance: promoting the Irish language, cultural production, and the production of propaganda.	
10.1086/432782	10.1086/432782	Collaboration and Creativity: The Small World Problem	Brian Uzzi, Jarrett Spiro	American Journal of Sociology	111	2	2005-09-01T00:00:00Z	pp. 447-504	The University of Chicago Press	fla		Small world networks have received disproportionate notice in diverse fields because of their suspected effect on system dynamics. The authors analyzed the small world network of the creative artists who made Broadway musicals from 1945 to 1989. Using original arguments, new statistical methods, and tests of construct validity, they found that the varying “small world” properties of the systemic‐level network of these artists affected their creativity in terms of the financial and artistic performance of the musicals they produced. The small world network effect was parabolic; performance increased up to a threshold, after which point the positive effects reversed.	
10.1086/662383	10.1086/662383	“737-Cabriolet”: The Limits of Knowledge and the Sociology of Inevitable Failure	John Downer	American Journal of Sociology	117	3	2011-11-01T00:00:00Z	pp. 725-762	The University of Chicago Press	fla		This article looks at the fateful 1988 fuselage failure of Aloha Airlines Flight 243 to suggest and illustrate a new perspective on the sociology of technological accidents. Drawing on core insights from the sociology of scientific knowledge, it highlights, and then challenges, a fundamental principle underlying our understanding of technological risk: a realist epistemology that tacitly assumes that technological knowledge is objectively knowable and that “failures” always connote “errors” that are, in principle, foreseeable. From here, it suggests a new conceptual tool by proposing a novel category of man-made calamity: the “epistemic accident,” grounded in a constructivist understanding of knowledge. It concludes by exploring the implications of epistemic accidents and a constructivist approach to failure, sketching their relationship to broader issues concerning technology and society, and reexamining conventional ideas about technology, accountability, and governance.	
10.1086/303114	10.1086/303114	Observed Trends in Between‐Nation Income Inequality and Two Conjectures	Glenn Firebaugh	American Journal of Sociology	106	1	2000-07-01T00:00:00Z	pp. 215-221	The University of Chicago Press	fla			
10.1086/320293	10.1086/320293	The Promotion Paradox: Organizational Mortality and Employee Promotion Chances in Silicon Valley Law Firms, 1946–1996	Damon Jeremy Phillips	American Journal of Sociology	106	4	2001-01-01T00:00:00Z	pp. 1058-1098	The University of Chicago Press	fla		This article argues that there is a “promotion paradox”—a negative relation between firm life chances and employee promotion chances. I argue that this is due to a firm’s bargaining power, which increases with the firm’s competitive strength. I find strong support using data on 50 years of Silicon Valley law firms and attorneys. Young, small, specialist, and low‐status firms are more likely to fail but are also contexts with the highest promotion likelihood. Moreover, except for those firms that are “near death,” an associate’s promotion likelihood increases with the law firm’s probability of failure.	
10.1086/511800	10.1086/511800	Life Course Trajectories of Perceived Control and Their Relationship to Education	John Mirowsky, Catherine E. Ross	American Journal of Sociology	112	5	2007-03-01T00:00:00Z	pp. 1339-1382	The University of Chicago Press	fla		This study looks for evidence of an adulthood trajectory of perceived control over one’s own life, and education’s role in shaping it. Vectors from a 1995–2001 U.S. survey of adults imply a much steeper trajectory than did previous cross‐sectional studies, peaking in late middle age rather than early adulthood. They also show a trend toward larger increases in younger cohorts. Education influences the trajectory, particularly the level at which it begins. Estimates show an increase of .60 standard deviations with a four‐year increase in education. The sense of control also increases more outside of school the higher the level of education.	
10.1086/502694	10.1086/502694	Malfeasance and the Foundations for Global Trade: The Structure of English Trade in the East Indies, 1601–1833	Emily Erikson, Peter Bearman	American Journal of Sociology	112	1	2006-07-01T00:00:00Z	pp. 195-230	The University of Chicago Press	fla		Drawing on a remarkable data set compiled from ships’ logs, journals, factory correspondence, ledgers, and reports that provide unusually precise information on each of the 4,572 voyages taken by English traders of the East India Company (hereafter EIC), we describe the EIC trade network over time, from 1601 to 1833. From structural images of voyages organized by shipping seasons, the authors map (over time and space) the emergence of dense, fully integrated, global trade networks to reveal globalization long before what is now called “globalization.” The authors show that the integration of the world trade system under the aegis of the EIC was the unintended by‐product of systematic individual malfeasance (private trading) on the part of ship captains seeking profit from internal Eastern trade.	
10.1086/210314	10.1086/210314	Family Structure, Educational Attainment, and Socioeconomic Success: Rethinking the "Pathology of Matriarchy"	Timothy J. Biblarz, Adrian E. Raftery	American Journal of Sociology	105	2	1999-09-01T00:00:00Z	pp. 321-365	The University of Chicago Press	fla		The effect of alternative family structures on children's educational and occupational success has been constant over the past 30 years. Higher rates of unemployment and lower‐status occupational positions could account for the negative effect of single‐mother families on children's attainment throughout the period. Children from single‐father families and stepfamilies have consistently had lower attainments than children from both two‐biological‐parent and single‐mother families. The influence of many other dimensions of children's family background declined from the 1960s to the 1980s but has declined no further since. Among six candidate theoretical frameworks, the findings are most consistent with an evolutionary view of parental investment.	
10.1086/588737	10.1086/588737	Confronting the State, the Corporation, and the Academy: The Influence of Institutional Targets on Social Movement Repertoires	Edward T. Walker, Andrew W. Martin, John D. McCarthy	American Journal of Sociology	114	1	2008-07-01T00:00:00Z	pp. 35-76	The University of Chicago Press	fla		Analysts have shown increased interest in how social movements use tactical repertoires strategically. While the state is most often the guarantor of new benefits, many movements—from labor to the environmental movement—target corporate, educational, and other institutions. Employing a unique data set of protests reported in the New York Times (1960–90), this research examines how repertoires are, in part, contingent on the institutional target a movement selects. In particular, the authors consider the role of each target's vulnerabilities and its capacities for response—repression, facilitation, and routinization—as explanations for the degree of transgressive protest each target faces. The results provide strong evidence for considering targets as a central factor in shaping forms of social protest.	
10.1086/422588	10.1086/422588	The Strength of a Weak Agency: Enforcement of Title VII of the 1964 Civil Rights Act and the Expansion of State Capacity, 1965–1971	Nicholas Pedriana, Robin Stryker	American Journal of Sociology	110	3	2004-11-01T00:00:00Z	pp. 709-760	The University of Chicago Press	fla		This article analyzes the anomalous case of early Title VII enforcement to challenge the standard political‐institutional (PI) account of state capacity. Title VII prohibited employment discrimination, but the Equal Employment Opportunity Commission was granted scant enforcement resources. Yet the early EEOC aggressively enforced and developed Title VII. To solve the anomaly, the authors integrate insights from the literatures on social movements and the sociology of law. In the absence of conventional administrative resources, apparently weak state agencies can expand their capacity through the legal strategy of broad statutory construction. This strategy is more likely with the presence of social movement pressure from below. The authors argue that state capacity is a “moving target,” with state and societal actors building on legal as well as administrative resources to construct and transform capacity. By reconceptualizing state capacity, the authors contribute to nuanced explanations of state policy that are both “political” and “institutional” and that highlight the centrality of legal interpretation and judicial review to political sociology.	
10.1086/653835	10.1086/653835	Settling Down and Aging Out: Toward an Interactionist Theory of Desistance and the Transition to Adulthood	Michael Massoglia, Christopher Uggen	American Journal of Sociology	116	2	2010-09-01T00:00:00Z	pp. 543-582	The University of Chicago Press	fla		Conceptions of adulthood have changed dramatically in recent decades. Despite such changes, however, the notion that young people will eventually “settle down” and desist from delinquent behaviors is remarkably persistent. This article unites criminology with classic work on age norms and role behavior to contend that people who persist in delinquency will be less likely to make timely adult transitions. The empirical analysis supports this proposition, with both arrest and self‐reported crime blocking the passage to adult status. The authors conclude that desisting from delinquency is an important part of the package of role behaviors that define adulthood.	
10.1086/595947	10.1086/595947	Overcoming Movement Obstacles by the Religiously Orthodox: The Muslim Brotherhood in Egypt, Shas in Israel, Comunione e Liberazione in Italy, and the Salvation Army in the United States	Nancy J. Davis, Robert V. Robinson	American Journal of Sociology	114	5	2009-03-01T00:00:00Z	pp. 1302-1349	The University of Chicago Press	fla		This article examines four movements of the religiously orthodox that should have failed according to most social movement theory and research. The movements combine (1) an extraordinarily broad agenda, (2) a strict, morally absolutist ideology, and (3) a strong proscription against compromise with other groups, each of which has been identified as a liability that can lead to movement failure. Through inductive, qualitative analyses, the authors identify four shared strategies that helped these movements overcome these obstacles: bypassing the state, building grassroots structures, providing graduated membership, and reprioritizing agendas. Analyses of these movements also suggest that particular combinations of movement “liabilities” may actually be advantageous.	
10.1086/587150	10.1086/587150	School Segregation in Metropolitan Regions, 1970–2000: The Impacts of Policy Choices on Public Education	John R. Logan, Deirdre Oakley, Jacob Stowell	American Journal of Sociology	113	6	2008-05-01T00:00:00Z	pp. 1611-1644	The University of Chicago Press	fla		It has been argued that the effects of the desegregation of public schools from the late 1960s onward were limited and short‐lived, in part because of white flight from desegregating districts and in part because legal decisions in the 1990s released many districts from court orders. Data presented here for 1970–2000 show that small increases in segregation between districts were outweighed by larger declines within districts. Progress was interrupted but not reversed after 1990. Desegregation was not limited to districts and metropolitan regions where enforcement actions required it, and factors such as private schooling, district size, and inclusion of both city and suburban areas within district boundaries had stronger effects than individual court mandates.	
10.1086/324009	10.1086/324009	Skill‐Biased Technological Change and Wage Inequality: Evidence from a Plant Retooling	Roberto M. Fernandez	American Journal of Sociology	107	2	2001-09-01T00:00:00Z	pp. 273-320	The University of Chicago Press	fla		One of the most popular explanations for the increased wage inequality that has occurred since the late 1970s is that technological change has resulted in a downward shift in the demand for low‐skill workers. This pattern is also alleged to account for the growth in racial inequality in wages over the same period. This article reports on a case study of the retooling of a food processing plant. A unique, longitudinal, multimethod design reveals the nature of the technological change, the changes in job requirements, and the mechanisms by which the changes affect the wage distribution for hourly production workers. This research finds that, indeed, the retooling resulted in greater wage dispersion and that the changes have also been associated with greater racial inequality in wages. However, contrary to the claims of advocates of the skill‐bias hypothesis, organizational and human resources factors strongly mediated the impact of the changing technology. Absent these “high road” organizational choices, this impact on wage distribution would have been even more extreme.	
10.1086/668670	10.1086/668670	Masthead		American Journal of Sociology	118	2	2012-09-01T00:00:00Z		The University of Chicago Press	fla			
10.1086/379919	10.1086/379919	Capitalist Development, the Labor Process, and the Law	Marc W. Steinberg	American Journal of Sociology	109	2	2003-09-01T00:00:00Z	pp. 445-495	The University of Chicago Press	fla		This article critiques and extends Michael Burawoy’s perspective on the political apparatuses of production by arguing that he fails to take into account the embeddedness of labor control within legal institutions. Through a synthesis with new institutionalism and sociolegal studies the author argues that production regimes using unfree labor are favorable for capitalist labor subordination given their particular historical embeddedness in legal institutions, the other alternatives available for exploitation and capitalists’ social embeddedness in local institutions. This is demonstrated through an analysis of how capitalists in the Victorian English pottery industry used law as a foundation for the construction of a factory regime based in unfree labor.	
10.1086/662706	10.1086/662706	Human Rights as Myth and Ceremony? Reevaluating the Effectiveness of Human Rights Treaties, 1981–2007	Wade M. Cole	American Journal of Sociology	117	4	2012-01-01T00:00:00Z	pp. 1131-1171	The University of Chicago Press	fla		Much research has shown human rights treaties to be ineffective or even counterproductive, often contributing to greater levels of abuse among countries that ratify them. This article reevaluates the effect of four core human rights treaties on a variety of human rights outcomes. Unlike previous studies, it disaggregates treaty membership to examine the effect of relatively “stronger” and “weaker” commitments. Two-stage regression analyses that control for the endogeneity of treaty membership show that stronger commitments in the form of optional provisions that allow states and individuals to complain about human rights abuses are often associated with improved practices. The article discusses the scholarly and practical implications of these findings.	
10.1086/231333	10.1086/231333	The Origins of the Urban Crisis: Race and Inequality in Postwar Detroit by Thomas J. Sugrue	Bobby M. Wilson	American Journal of Sociology	103	4	1998-01-01T00:00:00Z	pp. 1131-1132	The University of Chicago Press	fla			
10.1086/507052	10.1086/507052	Contents of Volume 111		American Journal of Sociology	111	6	2006-05-01T00:00:00Z	pp. 2010-2024	The University of Chicago Press	fla			
10.1086/653834	10.1086/653834	Industry Induces Academic Science to Know Less about More	James A. Evans	American Journal of Sociology	116	2	2010-09-01T00:00:00Z	pp. 389-452	The University of Chicago Press	fla		How does collaboration between academic research and industry shape science? This article argues that companies' relative indifference to theory nudges their academic partners toward novel, theoretically unanticipated experiments. The article then evaluates this proposition using fieldwork, archival materials, and panel models of all academic research using the popular plant model Arabidopsis thaliana and the companies that support that research. Findings suggest that industry partnerships draw high-status academics away from confirming theories and toward speculation. For the network of scientific ideas surrounding Arabidopsis, industry sponsorship weaves discoveries around the periphery into looser, more expansive knowledge. Government funding plays a complementary role, sponsoring focused scientific activity in dense hubs that facilitate scientific community and understanding.	
10.1086/591952	10.1086/591952	Book Reviewers for Volume 113		American Journal of Sociology	113	6	2008-05-01T00:00:00Z	pp. 1818-1819	The University of Chicago Press	fla			
10.1086/231104	10.1086/231104	<i>American Indian Ethnic Renewal: Red Power and the Resurgence of Identity and Culture</i> by Joane Nagel	Gary D. Sandefur	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1470-1472	The University of Chicago Press	fla			
10.1086/502695	10.1086/502695	The Secondary Circuit of Capital Reconsidered: Globalization and the U.S. Real Estate Sector	Kevin Fox Gotham	American Journal of Sociology	112	1	2006-07-01T00:00:00Z	pp. 231-275	The University of Chicago Press	fla		The author examines the U.S. real estate sector to show how the state shapes global real estate flows and networks of activity through the creation and control of liquid resources. The analysis focuses on the role of state laws and regulations in the expansion of the mortgage‐backed securities markets and the development of real estate investment trusts (REITs). These institutional developments represent a series of ad hoc state efforts to “delocalize” residential and commercial property, and embed real estate financing within global capital markets. Rather than viewing globalization as weakening the state, the author argues that the U.S. state’s capacity to influence the degree and development of liquidity is a powerful mechanism of globalization.	
10.1086/653658	10.1086/653658	Beyond and Below Racial Homophily: ERG Models of a Friendship Network Documented on Facebook	Andreas Wimmer, Kevin Lewis	American Journal of Sociology	116	2	2010-09-01T00:00:00Z	pp. 583-642	The University of Chicago Press	fla		A notable feature of U.S. social networks is their high degree of racial homogeneity, which is often attributed to racial homophily—the preference for associating with individuals of the same racial background. The authors unpack racial homogeneity using a theoretical framework that distinguishes between various tie formation mechanisms and their effects on the racial composition of networks, exponential random graph modeling that can disentangle these mechanisms empirically, and a rich new data set based on the Facebook pages of a cohort of college students. They first show that racial homogeneity results not only from racial homophily proper but also from homophily among coethnics of the same racial background and from balancing mechanisms such as the tendency to reciprocate friendships or to befriend the friends of friends, which both amplify the homogeneity effects of homophily. Then, they put the importance of racial homophily further into perspective by comparing its effects to those of other mechanisms of tie formation. Balancing, propinquity based on coresidence, and homophily regarding nonracial categories (e.g., students from “elite” backgrounds or those from particular states) all influence the tie formation process more than does racial homophily.	
10.1086/421508	10.1086/421508	Network Dynamics and Field Evolution: The Growth of Interorganizational Collaboration in the Life Sciences	Walter W. Powell, Douglas R. White, Kenneth W. Koput, Jason Owen‐Smith	American Journal of Sociology	110	4	2005-01-01T00:00:00Z	pp. 1132-1205	The University of Chicago Press	fla		A recursive analysis of network and institutional evolution is offered to account for the decentralized structure of the commercial field of the life sciences. Four alternative logics of attachment—accumulative advantage, homophily, follow‐the‐trend, and multiconnectivity—are tested to explain the structure and dynamics of interorganizational collaboration in biotechnology. Using multiple novel methods, the authors demonstrate how different rules for affiliation shape network evolution. Commercialization strategies pursued by early corporate entrants are supplanted by universities, research institutes, venture capital, and small firms. As organizations increase their collaborative activities and diversify their ties to others, cohesive subnetworks form, characterized by multiple, independent pathways. These structural components, in turn, condition the choices and opportunities available to members of a field, thereby reinforcing an attachment logic based on differential connections to diverse partners.	
10.1086/651299	10.1086/651299	Theorizing the Restlessness of Events	Robin Wagner‐Pacifici	American Journal of Sociology	115	5	2010-03-01T00:00:00Z	pp. 1351-1386	The University of Chicago Press	fla		This article offers a theoretical and methodological system for a sociological analysis of the restless nature of historical events. This system, political semiosis, is able to identify and assess the performative speech acts, the demonstrative orientational specifications, and the mimetic representations required to advance historical transformations. The features of political semiosis structure the flow of historical events by managing the specific media and generic forms that are the vehicles through which events take shape. Political semiosis provides a method for analyzing both the circulation and the materialization of events. The exemplary case of September 11 illuminates this approach's capabilities.	
10.1086/672275	10.1086/672275	Masthead		American Journal of Sociology	118	6	2013-05-01T00:00:00Z	p. cover2	The University of Chicago Press	fla			
10.1086/499913	10.1086/499913	The Normative Case Study	David Thacher	American Journal of Sociology	111	6	2006-05-01T00:00:00Z	pp. 1631-1676	The University of Chicago Press	fla		The case study is one of the major research strategies in contemporary social science. Although most discussions of case study research presume that cases contribute to explanatory theory, this article draws from recent literature about ethical reasoning to argue that case studies can also contribute to normative theory—to theories about the ideals we should pursue and the obligations we should accept. This conclusion suggests that contrary to some views (notably Max Weber’s) social science has a vital role to play in the prescriptive study of values, particularly so‐called “thick ethical concepts” like “leadership,” “courage,” and “neighborhood vitality.”	
10.1086/231124	10.1086/231124	<i>The Psychiatric Team and the Social Definition of Schizophrenia: An Anthropological Study of Person and Illness</i> by Rob Barrett	Sue E. Estroff	American Journal of Sociology	102	5	1997-03-01T00:00:00Z	pp. 1508-1509	The University of Chicago Press	fla			
10.1086/653076	10.1086/653076	Masthead		American Journal of Sociology	115	5	2010-03-01T00:00:00Z		The University of Chicago Press	fla			
10.1086/651384	10.1086/651384	Gender Inequality in the Welfare State: Sex Segregation in Housework, 1965–2003	Jennifer L. Hook	American Journal of Sociology	115	5	2010-03-01T00:00:00Z	pp. 1480-1523	The University of Chicago Press	fla		National context may influence sex segregation of household tasks through both pragmatic decision making and the normative context in which decision making is embedded. This study utilizes 36 time use surveys from 19 countries (spanning 1965–2003) combined with original national‐level data in multilevel models to examine household task segregation. Analyses reveal that men do less and women do more time‐inflexible housework in nations where work hours and parental leave are long. Women do less of this work where there is more public child care and men are eligible to take parental leave. National context affects the character of gender inequality in the home through individual‐ and national‐level pathways.	
10.1086/597176	10.1086/597176	Explaining Deindustrialization: How Affluence, Productivity Growth, and Globalization Diminish Manufacturing Employment	Christopher Kollmeyer	American Journal of Sociology	114	6	2009-05-01T00:00:00Z	pp. 1644-1674	The University of Chicago Press	fla		This study analyzes why the world’s most economically advanced countries have deindustrialized over the last few decades. Previous research focuses on three causal factors: (1) rising consumer affluence and its propensity to increase demand for services more than for manufactured goods, (2) faster productivity growth in the manufacturing sector relative to other sectors, and (3) expanding trade linkages between the North and the South of the global economy. The relative importance of these factors, however, is not fully understood, because previous research has not tested all of these explanations simultaneously nor considered the indirect channels through which global trade may cause deindustrialization. This study tests the three factors with two‐way fixed‐effects regression models and panel data on 18 OECD countries from 1970 to 2003. The results indicate that each factor makes significant contributions to deindustrialization, and that global trade exerts both direct and indirect effects on employment patterns in economically advanced countries, but that the single greatest factor comes from the steadily rising affluence of consumers in these countries.	
10.1086/674006	10.1086/674006	Disavowing Politics: Civic Engagement in an Era of Political Skepticism	Elizabeth A. Bennett, Alissa Cordner, Peter Taylor Klein, Stephanie Savell, Gianpaolo Baiocchi	American Journal of Sociology	119	2	2013-09-01T00:00:00Z	pp. 518-548	The University of Chicago Press	fla		Today, Americans are simultaneously skeptical of and engaged with political life. How does widespread cynicism affect the culture of civic participation? What are the implications for democracy? This study synthesizes data from a one-year collective ethnography of seven civic groups and theoretical work on boundary making, ambiguity, and role distancing. The authors find skepticism generates “disavowal of the political,” a cultural idiom that allows people to creatively constitute what they imagine to be appropriate forms of engagement. Disavowal generates taboos, and the authors show how disdain for conflict and special interests challenges activism around inequality. Political disavowal both facilitates and constrains civic engagement in an era of political skepticism.	
10.1086/649049	10.1086/649049	Comment: An Endorsement of Exchange Theory in Mate Selection	Aaron Gullickson, Vincent Kang Fu	American Journal of Sociology	115	4	2010-01-01T00:00:00Z	pp. 1243-1251	The University of Chicago Press	fla			
10.1086/596596	10.1086/596596	Introduction: Exploring Genetics and Social Structure	Peter Bearman	American Journal of Sociology	114	s1	2008-11-01T00:00:00Z	pp. v-x	The University of Chicago Press	fla			
10.1086/231138	10.1086/231138	<i>Paradoxes of Modernity: Culture and Conduct in the Theory of Max Weber</i>by Wolfgang Schluchter	Stephen Kalberg	American Journal of Sociology	102	6	1997-05-01T00:00:00Z	pp. 1735-1737	The University of Chicago Press	fla			
10.1086/231134	10.1086/231134	<i>The Cooperator's Dilemma</i> by Mark Irving Lichbach	Edgar Kiser	American Journal of Sociology	102	6	1997-05-01T00:00:00Z	pp. 1725-1727	The University of Chicago Press	fla			
