id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2096416	10.2307/2096416	Career Mobility and the Communist Political Order	Andrew G. Walder	American Sociological Review	60	3	1995-06-01T00:00:00Z	pp. 309-328	American Sociological Association	fla		All ruling communist parties have allocated career opportunities to the loyal in an effort to promote conformity and discipline within their ranks and among their subjects. Yet little is understood about how these political reward mechanisms operate. I offer a model of selective political screening and incorporation, using survey data from urban China to demonstrate the existence of two distinct career paths that lead to a divided elite. One path requires both educational and political credentials and leads to administrative posts with high prestige, considerable authority and clear material privileges; the second path requires educational but not political credentials, and leads to professional positions with high occupational prestige but little authority and fewer material privileges. This division of the elite and the relatively small magnitude of administrators' material privileges reveal some striking vulnerabilities in China's political institutions to the growth of a market economy.	
10.2307/2095723	10.2307/2095723	New Evidence on Religious Pluralism, Urbanism, and Religious Participation	Kevin D. Breault	American Sociological Review	54	6	1989-12-01T00:00:00Z	pp. 1048-1053	American Sociological Association	fla		In a recent issue of ASR, Finke and Stark (1988) reported results that contradict long-standing views on the relationship between religious pluralism, urbanism, and religious participation. They argue that religious pluralism and urbanism are positively related to religious participation. The present paper disputes the generality of Finke and Stark's findings with both methodological criticisms and new data. With regard to pluralism, although the traditional views are supported, a new theoretical interpretation is introduced and empirically supported: religious pluralism appears to have differential effects on religious participation, depending on the religious makeup of the religious community along a liberal-to-conservative continuum. Finally, the best evidence suggests that there probably is not an important rural-urban difference in the rate of church adherents today.	
10.2307/2095692	10.2307/2095692	A Flexible Procedure for Adjusting Rates and Proportions, Including Statistical Methods for Group Comparisons	Clifford C. Clogg, Scott R. Eliason	American Sociological Review	53	2	1988-04-01T00:00:00Z	pp. 267-283	American Sociological Association	fla		This article presents some methods based on the  purging  concept that can be used to simplify the interpretation of multivariate relationships among discrete variables. These methods can be applied in general situations where one of the variables is a specified dependent variable, another is a specified group variable, and one or more other variables are  composition  variables or covariates. The composition variables are assumed to be associated with the group levels and can thus confound the interpretation of observed group differences in the dependent variable. These purging methods can be used to adjust rates for marginal or partial two-factor interaction between the group and composition variables and for three-factor interaction among the group, composition, and dependent variables. The method of direct standardization widely used in sociology, demography, and other areas is shown to be a special case of the purging method. Statistical inference for group comparisons is facilitated by the jackknife technique. The methods are illustrated with an example dealing with the preference for additional children.	
10.2307/2095436	10.2307/2095436	Language Retention Among Canadian Indians: A Simultaneous Equations Model with Dichotomous Endogenous Variables	Patricia Robinson	American Sociological Review	50	4	1985-08-01T00:00:00Z	pp. 515-529	American Sociological Association	fla		This paper is an application of a method recently developed by Heckman and MaCurdy (1984) to estimate a simultaneous-equations model with dichotomous endogenous variables. The substantive issue is the determinants of native-language maintenance among the Canadian Indian population. A simultaneous-equations model in which retention of an Indian mother tongue and various aspects of labor-force activity have reciprocal effects is contrasted with a model in which both language retention and economic activity are determined jointly by background characteristics such as education. Results support the latter model. This suggests that attempts to improve the economic conditions of native Indians (for example, by increasing education levels) may have a cost in terms of cultural maintenance.	
10.2307/2095739	10.2307/2095739	Scholarly Consensus and Journal Rejection Rates	Lowell L. Hargens	American Sociological Review	53	1	1988-02-01T00:00:00Z	pp. 139-151	American Sociological Association	fla		Rejection rates for scholarly journals show substantial variation between disciplines. Explanations of this variation have focused on two possible sources: variation in consensus and in space shortages. Longitudinal data on journal rejection rates show that they have been very stable over time and are largely unaffected by changes in submissions, impugning the argument that space shortages explain disciplinary variation in rejection rates. In contrast, a model of the manuscript-evaluation process can account for the observed variation in rejection rates and also casts light on additional characteristics of manuscript evaluation processes in different disciplines as well. Possible links between consensus and each of the elements of the model are discussed.	
10.2307/2096085	10.2307/2096085	The Organization of Political Ideology: Culture, State, and Theater in Fascist Italy	Mabel Berezin	American Sociological Review	56	5	1991-10-01T00:00:00Z	pp. 639-651	American Sociological Association	fla		The Italian fascist regime claimed that the theater was an ideal cultural vehicle for diffusing fascist ideology. Yet, the regime did not radically alter the content of fascist theater. Standard accounts of the relationship between culture and the state that privilege the cultural product suggest that the Italian case was anomalous. Using archival materials, I lay out a conceptual framework for discussing the interaction between states and cultural institutions and apply it to Italian fascist theatrical policy from 1922 to 1940. The fascist regime pursued a policy of state paternalism towards the theater. The regime regulated producers of culture rather than cultural products and used organizational structures to legitimate a split between doing theater and writing theater--performance and text. The Italian case suggests that even a regime that claims to be totalitarian cannot create a national aesthetic: it also forces a re-examination of prior studies of states and cultural institutions.	
10.2307/2096075	10.2307/2096075	Occupational Power, State Capacities, and the Diffusion of Licensing in the American States: 1890 to 1950	Xueguang Zhou	American Sociological Review	58	4	1993-08-01T00:00:00Z	pp. 536-552	American Sociological Association	fla		I examine the contributions of occupational power, state capacities, and diffusion processes to the variation among states in licensing occupations. Analysis of 30 occupations between 1890 and 1950 shows that occupational power promotes licensing legislation, but state governments also play a significant role. The state's role differs by type of occupation. Licensing legislation diffuses across states for specific occupations. These findings raise questions for perspectives that treat licensing as undifferentiated and see the state as a captive of industry and occupational groups.	
10.2307/2095786	10.2307/2095786	Errata: Sociology in America: The Discipline and the Public American Sociological Association, 1988 Presidential Address		American Sociological Review	54	2	1989-04-01T00:00:00Z		American Sociological Association	fla			
10.2307/2095928	10.2307/2095928	The Sociology and Paradoxes of Deconstruction: A Reply to Agger	Stephan Fuchs, Steven Ward	American Sociological Review	59	4	1994-08-01T00:00:00Z	pp. 506-510	American Sociological Association	fla			
10.2307/2095787	10.2307/2095787	Elite Conflict and State Formation in 16th- and 17th-Century England and France	Richard Lachmann	American Sociological Review	54	2	1989-04-01T00:00:00Z	pp. 141-162	American Sociological Association	fla		Class conflict, relative autonomy, and state-centered theories of absolutism are critiqued for their inability to isolate causal factors that could explain the differing patterns of state formation in England and France, culminating in the crown's defeat in the English Civil War of 1640-46 and the French monarch's victory over aristocratic rebels in the Frondes of 1648-53. This article argues that conflicts among the three principal elites--the clergy, monarchs and their officials, and lay landlords--are the critical dynamic that explains the contrasting developments of absolutism in the two countries. English monarchs won a horizontal national-level hegemony over rival elites at the cost of access to resources at the point of production, leaving them vulnerable to a class-based rebellion by landowners. In France, elites were amalgamated into an absolutist state by their conflicts, and thereby lost their separate identities as feudal exploiters as well as the opportunity to transform agrarian social relations to their sole advantage.	
10.2307/2095875	10.2307/2095875	Density Dependence in the Evolution of Populations of Newspaper Organizations	Glenn R. Carroll, Michael T. Hannan	American Sociological Review	54	4	1989-08-01T00:00:00Z	pp. 524-541	American Sociological Association	fla		A model of density dependence is proposed to explain regularities in the growth and decline of organizational populations. Density--the number of organizations--is assumed to be a function of the social processes of legitimation and competition. At low density, the model predicts that the legitimation process will dominate and will lead to high organizational founding rates and low organizational mortality rates. At high levels of density, competition will dominate, and consequently founding rates will decline and mortality rates will rise. The model is tested with hazard function models using data from nine newspaper populations spanning the 19th and 20th centuries and covering over 5200 newspapers. Analysis of founding rates provides strong empirical support for the model. Analysis of mortality rates reveals that the model holds for large populations.	
10.2307/2095725	10.2307/2095725	A Reexamination of the Relationship Between Religious Diversity and Religious Adherents	Kevin D. Breault	American Sociological Review	54	6	1989-12-01T00:00:00Z	pp. 1056-1059	American Sociological Association	fla			
10.2307/2095318	10.2307/2095318	Reply to Domhoff	Jill Quadagno	American Sociological Review	51	3	1986-06-01T00:00:00Z	p. 446	American Sociological Association	fla			
10.2307/2095641	10.2307/2095641	Incentives in Collective Action Organizations	David Knoke	American Sociological Review	53	3	1988-06-01T00:00:00Z	pp. 311-329	American Sociological Association	fla		The effects of members' interests in incentives offered by collective-action organizations are examined with data from a national sample of American associations. Members expressed interests in six distinct dimensions underlying organizational-incentive systems, and these different aspects are specifically related to different types of member involvement, controlling for other personal and organizational attributes. Members with higher interests in normative and social inducements offered by their organizations are more likely to contribute time, money, and psychological commitment and to engage in internal participatory actions. Lobbying incentives are strongly related to external participation. Overtly utilitarian incentives such as material benefits, occupational rewards, and informational incentives are either unrelated to involvement or actually attract members unwilling to participate. The implications of these results for Olson's  by-product  or selective-incentive explanation of collective action are discussed.	
10.2307/2096268	10.2307/2096268	Ethnic Conflict and the Rise and Fall of Ethnic Newspapers	Susan Olzak, Elizabeth West	American Sociological Review	56	4	1991-08-01T00:00:00Z	pp. 458-474	American Sociological Association	fla		Contemporary research on collective action claims that organizations play a central role in facilitating many kinds of collective actions. We reverse the causal link and ask whether ethnic conflict affects the life chances of social movement organizations. We analyze the effects of ethnic conflict, fluctuations in the economy, and organizational density on the rates of founding and failure of white immigrant and African-American newspaper organizations in a system of American cities, and in New York and Chicago, in the late nineteenth and early twentieth centuries. Our results indicate that hostility and violence encouraged white immigrants to found ethnic newspapers, whereas racial attacks significantly deterred the founding of African-American newspapers. Existing immigrant newspapers thrived under attack, whereas African-American newspapers did not. Thus, the results suggest that the consequences of repressive attacks on ethnic and racial communities depend on the levels of collective violence in addition to the resources controlled by the victimized group.	
10.2307/2095678	10.2307/2095678	Capitalists Did Not Want the Social Security Act: A Critique of the  Capitalist Dominance  Thesis	Edwin Amenta, Sunita Parikh	American Sociological Review	56	1	1991-02-01T00:00:00Z	pp. 124-129	American Sociological Association	fla			
10.2307/2096384	10.2307/2096384	Friendship Among the French Financial Elite	Charles Kadushin	American Sociological Review	60	2	1995-04-01T00:00:00Z	pp. 202-221	American Sociological Association	fla		This analysis offers a rare glimpse into the antecedents and correlates of friendship among the inner circle of the top financial elites in France during the last years of the Socialist government. Consistent with other studies of elites, social prestige and club membership determine membership in the inner circle. Reflecting French institutions, having worked in the Treasury is also important. Who is friends with whom depends on social prestige, political party membership, and residence, but most importantly on whether or not one graduated from the top French school for administration (ENA). The inner circle is sociometrically divided into moieties, or  cliques,  which are both cooperative and competitive. Moiety membership is determined by politics, ENA background, and prestige and is also correlated with common board membership. The concept of  enforceable trust,  a key factor in high finance, explains the importance of friendship in this elite. There are sufficient friendship ties between the moieties to suggest that, despite the privatization of financial institutions engendered by the new non-Socialist government, the basic character of French finance will remain the same.	
10.2307/2095780	10.2307/2095780	Beyond  State vs. Society : Theories of the State and New Deal Agricultural Policies	Jess Gilbert, Carolyn Howe	American Sociological Review	56	2	1991-04-01T00:00:00Z	pp. 204-220	American Sociological Association	fla		Political sociologists studying social classes, state structures, and public policies are engaged in a debate between  society-centered  and  state-centered  theories. We challenge the state-centered approach by analyzing the interrelationship of state and society, focusing on the convergence of state institutional capacity and class capacity. We explore the social origins of state-building in U.S. agriculture and show the historical class biases of state agricultural institutions. Through an examination of the major New Deal farm policy themes, particularly the rise and fall of reform in the Agricultural Adjustment Administration and the Resettlement/Farm Security Administration, we demonstrate the interdependence of state and society. We analyze state/society relations as they affected each agency and examine class conflict both within and beyond the state. Instead of assuming the separation of the state and social forces, we investigate how they interact to shape policy.	
10.2307/2095366	10.2307/2095366	Productivity as a Social Problem: The Uses and Misuses of Social Indicators	Fred Block, Gene A. Burns	American Sociological Review	51	6	1986-12-01T00:00:00Z	pp. 767-780	American Sociological Association	fla		The study of social indicators is valuable for understanding the role that the social sciences play in the political arena. One common pattern is for a particular social indicator to become frozen in place once it takes on political significance, and this can result in ironic consequences. This study traces out the case of indicators of aggregate productivity trends in the United States. These measures were initially developed as part of an underconsumptionist argument that was linked to the political left, but there was considerable debate over different measurement schemes. Over time, one particular measure of trends in aggregate productivity became central for wage negotiations and for government policy. This created a context in which the slower rates of growth of this measure of productivity in the 1970s helped to validate the views of those on the political right who saw the need for greater restrictions on wage gains and government civilian spending. The paper raises questions about the value of this particular measure and ends by emphasizing the problems of locking in place an  objective  social indicator when the reality being measured is in continual flux.	
10.2307/2095845	10.2307/2095845	Mission Control? The Development of Personnel Systems in U.S. Industry	James N. Baron, P. Devereaux Jennings, Frank R. Dobbin	American Sociological Review	53	4	1988-08-01T00:00:00Z	pp. 497-514	American Sociological Association	fla		This paper examines historical differences in personnel practices among U.S. industries to explore the roots of modern  bureaucratic  work control. We report multivariate analyses of data describing organizational personnel practices, collected by the National Industrial Conference Board between 1935 and 1946. We find evidence of three early strands of bureaucratic labor control in different industrial sectors: worker allocation and job-evaluation techniques, which evolved from scientific management in modern assembly-line industries; internal labor-market mechanisms in white-collar nonmanufacturing; and practices related to seniority and the formalization of rules in unionized and skilled industries. Our analyses suggest that the institutional environment and the historical period of an industry's founding were among the central contingencies shaping labor control in a particular sector, as were several factors that past research has emphasized more, such as technology and skills, labor market conditions, and unionization. Our analyses thus corroborate some previous accounts of industrial differences in  bureaucratic control,  while also suggesting some revisions concerning where, when, and why employment relations first became bureaucratized.	
10.2307/2095657	10.2307/2095657	Errata: Inequality and Violence: Issues of Theory and Measurement in Muller		American Sociological Review	54	1	1989-02-01T00:00:00Z	p. v	American Sociological Association	fla			
10.2307/2095582	10.2307/2095582	Economic Sources of Corporate Political Consenses: An Examination of Interindustry Relations	Mark S. Mizruchi, Thomas Koenig	American Sociological Review	51	4	1986-08-01T00:00:00Z	pp. 482-491	American Sociological Association	fla		This paper examines the sources of political consensus between major industries in the American economy, employing data on campaign contributions of corporate political action committees in the 1980 Congressional elections. Drawing on elements of the resource dependence and social class models of intercorpoorate relations, we examine the effects of volume of transactions between industries, the economic leverage of one industry over another, and interlocking directorates, on the similarity of contributions between dyads created by fourteen major industries. Volume of transactions is negatively related to consensus, as are direct interindustry officer interlocks. However, economic leverage between industries is associated with increased consensus, suggesting the importance of this variable as a source of conflict resolution within the business community.	
10.2307/2095650	10.2307/2095650	Cross-National Determinants of Child Homicide	Robert Fiala, Gary LaFree	American Sociological Review	53	3	1988-06-01T00:00:00Z	pp. 432-445	American Sociological Association	fla		This paper uses cross-national data on child homicide to develop a societal-level model of child abuse. Analysis of hypotheses emerging from four perspectives on abuse suggests that a focus on economic stress is most useful in explaining cross-national variation in child homicide in developed countries. High levels of female labor-force participation, coupled with low levels of female status and welfare spending, result in high child-homicide rates. No perspective provides hypotheses able to explain cross-national variation in child homicide in less-developed countries. The limitations of the present study are noted and avenues for future empirical and theoretical work are discussed.	
10.2307/2095289	10.2307/2095289	The Making of a Method: A Historical Reinterpretation of the Early Parsons	Charles Camic	American Sociological Review	52	4	1987-08-01T00:00:00Z	pp. 421-439	American Sociological Association	fla		Talcott Parsons's methodological views, particularly as formulated in The Structure of Social Action, have recently become the center of scholarly disagreement, with sociologists portraying his approach as positivist and postpositivist, empiricist and antiempiricist, relativist and nonrelativist. Departing from these interpretations, this paper argues that understanding Parson's early method requires an understanding of the sociointellectual context of his early writings and the social position he occupied within that context. Parsons's methodological ideas are analyzed in relation to the neoclassicist-institutionalist controversy in early twentieth-century American economics and the methodological views of leading economists and philosophers of science at Harvard during the same period. The position that Parsons occupied at Harvard, moving from the high-status field of economics to the low-status field of sociology, led him to accept the basic methodological argument of neoclassical economists--and to shape from it an equivalent method for sociology. Such an historical analysis produces a systematic and coherent interpretation of Parsons's early methodological work, resolves the major contradictions in the existing scholarship, and reveals the limitations of the Parsonian method, especially when contrasted to the Weberian approach which it purportedly transcended.	
10.2307/2095797	10.2307/2095797	Fertility Among Women on Welfare: Incidence and Determinants	Mark R. Rank	American Sociological Review	54	2	1989-04-01T00:00:00Z	pp. 296-304	American Sociological Association	fla		This article examines the incidence and determinants of fertility among women on welfare. The analysis reveals that welfare recipients have a relatively low fertility rate. This rate is below that of women in the general population and is not an artifact of a more favorable demographic structure. Furthermore, the longer a woman remains on welfare, the less likely she is to give birth. The underlying mechanisms behind these findings are explored in the discussion section.	
10.2307/2096088	10.2307/2096088	Capitalist Response to State Intervention: Theories of the State and Political Finance in the New Deal	Michael Patrick Allen	American Sociological Review	56	5	1991-10-01T00:00:00Z	pp. 679-689	American Sociological Association	fla		Three theories of the state-- corporate liberal,   hegemonic competition,  and  state autonomy --offer different explanations for capitalist involvement in the New Deal coalition. I evaluate these three theoretical explanations by examining the contributions to the U.S. presidential campaign of 1936 made by three segments of the capitalist class: members of wealthy capitalist families, corporate elites, and members of the  inner circle  of interlocking directors. I find that although one out of three capitalists contributed to the presidential campaign, only one out of 12 contributed to the Democratic party. Members of the inner circle and corporate elites were more likely to contribute to the Republican party than were members of capitalist families. Members of southern and Jewish capitalist families were among the major contributors to the Democratic party. Finally, corporate elites from regulated industries were less likely than were those from other industries to contribute to the Republican party. These results provide some confirmation of  state autonomy  theory and partial confirmation of certain elements of  corporate liberal  theory. However, they suggest modification of the  hegemonic competition  theory.	
10.2307/2095764	10.2307/2095764	Class Formation without Class Struggle: An Elite Conflict Theory of the Transition to Capitalism	Richard Lachmann	American Sociological Review	55	3	1990-06-01T00:00:00Z	pp. 398-414	American Sociological Association	fla		An elite conflict model is compared to past work on elites and to a variety of Marxist explanations for the transition from feudalism to capitalism. Elites are defined by their control over organizational apparatuses for appropriating resources from non-elites. An elite in pursuit of its interests is constrained primarily by coexisting elites and secondarily by inter-class relations of production. The effects of elite and class conflict upon elite organizations and relations of production are traced. Conflict among feudal elites is identified as the primary determinant of the form and extent of social structural change in three historical cases: Florence during the Renaissance, England in the century leading up to the 1640 Revolution, and France from the sixteenth through eighteenth centuries.	
10.2307/2096461	10.2307/2096461	Memory as a Cultural System: Abraham Lincoln in World War II	Barry Schwartz	American Sociological Review	61	5	1996-10-01T00:00:00Z	pp. 908-927	American Sociological Association	fla		Studies of how societies preserve the past have focused on the  social frames of memory.  This study of Abraham Lincoln during World War II extends a semiotic interpretation of culture as it focuses on  memory as a social frame.  Memories invoked in the context of a present crisis are rooted in generational experience. One-third of all Americans living in 1940 were born during the late nineteenth century, when Civil War resentments were fading and remembrances of Lincoln were more positive and vivid than ever. This generation understood the meaning of World War II by  keying  it to the Civil War. Patterned arrays of images of Lincoln were invoked by local and federal agencies to clarify the purpose of World War II, legitimate the preparations for it, and then to orient, inspire, and console the people who fought it. As a model for the present and of the present, images of Lincoln comprised a cultural system that rationalized the experience of war. I compare and contrast memory as a cultural system with constructionist theories of collective memory and discuss it in light of the erosion of American society's grand narratives.	
10.2307/2117761	10.2307/2117761	Democracy and Inequality	Edward N. Muller	American Sociological Review	54	5	1989-10-01T00:00:00Z	pp. 868-871	American Sociological Association	fla			
10.2307/2117747	10.2307/2117747	A Theory of Market Transition: From Redistribution to Markets in State Socialism	Victor Nee	American Sociological Review	54	5	1989-10-01T00:00:00Z	pp. 663-681	American Sociological Association	fla		State socialist redistributive economies are characterized by the allocation and distribution of goods through central planning. This paper develops a theory of market transition which argues that, in reforming socialist economies, the transition from redistributive to market coordination shifts sources of power and privilege to favor direct producers relative to redistributors. The shift improves incentives for direct producers, stimulates the growth of private markets, and provides to entrepreneurs an alternative path for socioeconomic mobility. A set of hypotheses test the market transition theory with household- and village-level data.	
10.2307/2095685	10.2307/2095685	Rethinking Macrosociological Theory	Gerhard Lenski	American Sociological Review	53	2	1988-04-01T00:00:00Z	pp. 163-171	American Sociological Association	fla		Macrosociologists have too long been complacent about the state and quality of their theory. If macrosociological theory is to progress, and not merely proliferate, several major changes are needed in the way theory is usually formulated. Above all, theories must become falsifiable. This will require that key concepts be stated in an operationally unambiguous manner and that relationships among variables also be specified unambiguously. In addition, theories ought explicitly to incorporate biological and environmental constants and not leave them implicit or ignore them, as is too often the case. Finally, theories should be multilayered, with a general theory employing a covering principle to identify a key variable or variables on which a series of derivative special theories can be based. Above all, theory construction requires greater rigor and discipline than is currently the norm.	
10.2307/2095600	10.2307/2095600	Interuniversity Mobility of Academic Scientists	Paul D. Allison, J. Scott Long	American Sociological Review	52	5	1987-10-01T00:00:00Z	pp. 643-652	American Sociological Association	fla		Previous longitudinal studies of scientists' movements in academic jobs found no evidence that research productivity affects prestige attainments. In this paper, however, we find a weak, but significant effect of productivity on the destination prestige of 274 job changes by academic physicists, chemists, mathematicians, and biologists. Major determinants of the prestige of the destination department are prestige of the prior job, prestige of the doctoral department, and the number of articles published in the six years prior to the move. Measures of citation frequency have no detectable effect, however. For promotion in rank at the occurrence of a job change, the major determinants are origin rank, professional age, and citation frequency.	
10.2307/2096077	10.2307/2096077	On Measuring Political Violence: Northern Ireland, 1969 to 1980	Robert W. White	American Sociological Review	58	4	1993-08-01T00:00:00Z	pp. 575-585	American Sociological Association	fla		Results of research on the causes of political violence are questionable owing to poor reliability of data and the tendency to combine violence perpetrated by several different actors in a general measure of  political violence.  Dynamic models and a focus on the context of violence allow examination of these issues. I compare an overall count of political deaths from The New York Times Index with a comparable count from a more complete database. The statistical inferences generated using the two measures are virtually identical. More important, disaggregating political deaths by the agency responsible for the deaths shows that anti-state violence, pro-state vigilante counterviolence, and state violence follow separate, distinctive dynamics. Although standard newspaper sources may provide reliable measures of political violence, they do not guarantee a complete examination of its complex dynamics.	
10.2307/2096142	10.2307/2096142	The Soviet Transition from Socialism to Capitalism: Worker Control and Economic Bargaining in the Wood Industry	Michael Burawoy, Pavel Krotov	American Sociological Review	57	1	1992-02-01T00:00:00Z	pp. 16-38	American Sociological Association	fla		Analyses of the transition from state socialism to capitalism typically focus on political impediments and underestimate the economic obstacles to economic transformation. Based on a case study of the Soviet wood industry, we argue that there will be no economic transition so long as enterprises retain two historic features, namely anarchy in production and bargaining in external relations. Far from constituting a revolution, the withering away of the party state has exaggerated the pathologies of the old economic order. Barter has become more important, conglomerates have strengthened their monopoly and workers have greater control of the shop floor. If there is a movement toward a market economy at all, it is toward a form of merchant capitalism that deepens economic underdevelopment and thwarts the rise of modern bourgeois capitalism.	
10.2307/2095746	10.2307/2095746	Ethnomethodology and the Micro-Macro Order	Richard A. Hilbert	American Sociological Review	55	6	1990-12-01T00:00:00Z	pp. 794-808	American Sociological Association	fla		Within the micro-macro debate, ethnomethodology is generally cast as microsociology. This is misleading given that ethnomethodology is indifferent to structure at any level. Instead, ethnomethodology transcends the terms of the debate with a focus on empirical social practices whereby both microstructure and macrostructure are produced by and for the membership. This is also true of conversation analysis. Modifying Collins's  interaction ritual chains  to include this indifference to structure expands ethnomethodological understanding as well as Collins's theory.	
10.2307/2095806	10.2307/2095806	Dependency and Rebellion: A Cross-National Analysis	Terry Boswell, William J. Dixon	American Sociological Review	55	4	1990-08-01T00:00:00Z	pp. 540-559	American Sociological Association	fla		Cross-national research has focused on the domestic causes of rebellion. We investigate whether international dependency incites rebellious political violence directly by mobilizing anti-imperialist and xenophobic movements, and indirectly by increasing relative deprivation and repression of nonviolent protest. Using a four-equation model, we examine the effects of dependency on rebellion independent of domestic causes, and then on three primary domestic determinants--income inequality, economic growth, and regime repressiveness. Our model includes economic dependence and military dependence, the latter measured by arms supply concentration, and controls for the legacy of colonialism. The findings indicate that both forms of dependency promote rebellion through their effects on the domestic class and state structure.	
10.2307/2095803	10.2307/2095803	Status Incongruence among Boundary Spanners: Structure, Exchange, and Conflict	Wesley Shrum	American Sociological Review	55	4	1990-08-01T00:00:00Z	pp. 496-511	American Sociological Association	fla		The exchange of resources and perceptions of conflict among professional planners is examined as a function of the relation between their structural positions. Analysis of dyadic relations at federal, regional, state, county, and municipal levels of government revealed that structural features interact to produce characteristic exchange flows, and the exchange of resources among these professionals affects perceptions of conflict. Professionals at higher levels of government were more likely than those at lower levels to do favors and provide information, particularly when they were more central in the professional network. However, these exchange patterns (favors and information) were associated with conflict in relationships. I interpret this as a result of status incongruence in dyads that match actors at higher levels of government but lower organizational positions with actors at higher organizational positions but lower levels of government.	
10.2307/2095816	10.2307/2095816	Reassessing Economic Dependency and Uneven Development: The Kenyan Experience	York W. Bradshaw	American Sociological Review	53	5	1988-10-01T00:00:00Z	pp. 693-708	American Sociological Association	fla		Over the past decade, students of development have conducted a substantial number of quantitative cross-national studies. On balance, these studies provide support for some portions of the dependency/world-system theory, showing a negative relationship between foreign capital penetration and both economic growth and equality. However, case studies indicate that the dependency perspective should not be generalized across countries. Individual countries have unique circumstances that govern the level and type of economic dependency affecting them. This paper uses time-series analysis to test the validity of dependency arguments in post-independence Kenya. The results suggest that Kenya is experiencing a transition from classical dependency to dependent development. This process is characterized by an increase in foreign investment in manufacturing, prompting economic expansion in the  modern  sectors of the country. Such uneven development tends to enrich elites associated with foreign capital.	
10.2307/2095908	10.2307/2095908	Is Worker Solidarity Undermined by Autonomy and Participation? Patterns from the Ethnographic Literature	Randy Hodson, Sandy Welsh, Sabine Rieble, Cheryl Sorenson Jamison, Sean Creighton	American Sociological Review	58	3	1993-06-01T00:00:00Z	pp. 398-416	American Sociological Association	fla		Solidarity is workers' chief protection against abusive management as well as a mediating factor against the ravages of meaningless work. Researchers interested in workers' well-being have suggested that increased worker autonomy and participation in the labor process may undermine worker solidarity. Available answers to this question have been difficult to confirm because of the nature of the data required. Ethnographic methods are able to probe deeply inside a workplace to ascertain levels of worker solidarity, autonomy, and participation. However, the uniqueness of each ethnographic account restricts the testing of hypotheses about worker solidarity across a variety of contexts. We analyze English language ethnographic case studies of specific workplaces to systematically explore hypotheses about worker autonomy, participation, and solidarity. We find that autonomy has no effect on worker solidarity and that participation in work groups has a positive effect on at least one aspect of solidarity. We also explore the relationships between other aspects of work and solidarity and offer suggestions for future research.	
10.2307/2095759	10.2307/2095759	Commentary: Social Institutions and Social Theory	James S. Coleman	American Sociological Review	55	3	1990-06-01T00:00:00Z	pp. 333-339	American Sociological Association	fla			
10.2307/2095621	10.2307/2095621	Reply to O'Brien and Gwartney-Gibbs	William M. Mason, Joan R. Kahn	American Sociological Review	54	3	1989-06-01T00:00:00Z	pp. 480-484	American Sociological Association	fla			
10.2307/2095384	10.2307/2095384	User's Guide to Ratio Variables	Glenn Firebaugh, Jack P. Gibbs	American Sociological Review	50	5	1985-10-01T00:00:00Z	pp. 713-722	American Sociological Association	fla		Some sociologists intuit a necessary relation between ration variables with common components, and they warn that observed relations between such variables are likely to be  artifactual.  In rebuttal, other sociologists argue that the use of ratio variables is justified when the ratios themselves, rather than their components, are of  theoretical interest.  Both arguments are based on mistaken ideas about estimating casual effects in nonexperimental research. To realize unbiased estimates, social scientists often must control for a dominant confounding variable Z (e.g., population size). One control procedure is to divide the other variables by Z, i.e., to use ratio variables. Contrary to the  artifactuality  argument, the control procedure need not be restricted to instances where the ratios themselves are of theoretical interest. Conventional wisdom not- withstanding, theoretical interest is not a reliable guide for determining whether or not to use ratio variables.	
10.2307/2095729	10.2307/2095729	Action and Information in the Job Mobility Process: The Search Decision	Charles N. Halaby	American Sociological Review	53	1	1988-02-01T00:00:00Z	pp. 9-25	American Sociological Association	fla		Current sociological models of job mobility suppress the intervening action and information mechanisms that link structural constraints to job shifts. To remedy this, this paper joins core features of structural-mobility models to key elements of economic approaches to job change in an analysis of the employed worker's decision to search the market for a better job. The analysis highlights the complementarity of structural and action approaches by conceptualizing the forces governing the search decision in terms of the principal dimensions--opportunities and achievement gains--underlying job-mobility models. The basic framework is extended to include the quality of a worker's initial screen of a prospective job as a mechanism that promotes search. The concepts of opportunities, gains, and screen quality are then used to explain male-female differences in mobility orientations. The empirical findings both reinforce structuralist assumptions and underscore the promise of applying to the study of mobility processes the kind of action approach recently advocated by Coleman (1986).	
10.2307/2096231	10.2307/2096231	Political Conflict in the World Economy: A Cross-National Analysis of Modernization and World-System Theories	Mansoor Moaddel	American Sociological Review	59	2	1994-04-01T00:00:00Z	pp. 276-303	American Sociological Association	fla		Explanations for the high levels of political instability and conflict among less developed countries relative to developed countries hinge on the question of whether political conflict results from internal domestic processes or external international relations. Modernization theory asserts that the destabilizing effects of industrialization on domestic institutions and actors generate political conflict in an inverted-U relationship. World-system theory argues that conflict increases in less developed countries when they become peripheral in the international division of labor. I use structural modeling (LISREL) to evaluate these hypotheses cross-nationally for the years 1970 through 1981. The results fail to support the curvilinear modernization model and show peripheralization to contribute to political conflict only indirectly through related increases in income inequality and vulnerability to the destabilizing effects of the world economy. Combining the two models and taking into account economic growth and ethnic separatism, the effects of peripheralization on political conflict are indirect, mediated by vulnerability and income inequality. The effects of modernization on political conflict are linear and indirect, mediated by income inequality and regime repressiveness. Both peripheralization and modernization contribute to political conflict through their effects on domestic economic conditions, social stratification, and state structure.	
