id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract
10.2307/2782462	10.2307/2782462	Are the Rumors of War Exaggerated? Religious Orthodoxy and Moral Progressivism in America	Nancy J. Davis, Robert V. Robinson	American Journal of Sociology	102	3	1996-11-01T00:00:00Z	pp. 756-787	The University of Chicago Press	fla		Contrary to the popular metaphor of "culture war," the authors find that Americans in a national survey are not divided into religious camps with opposed positions on a broad range of issues. The political conservatism of the religiously orthodox relative to theological progressives is limited to issues of schooling, sexuality, reproductive rights, and the gendered division of labor. the orthodox are no more conservative than progressives on issues concerning racial equality, and, in part because they draw disproportionately on the disadvantaged of society, the orthodox are more liberal than moral progressives on many economic issues.	
10.2307/2780085	10.2307/2780085	Nonverbal Cues and Status: An Expectation States Approach	Cecilia L. Ridgeway, Joseph Berger, LeRoy Smith	American Journal of Sociology	90	5	1985-03-01T00:00:00Z	pp. 955-978	The University of Chicago Press	fla		Recent findings relating nonverbal cues to face-to-face status have not been placed within a general theoretical account so that they can be understood in relation to other factors in the status process. To address this problem, we organized recent results into two empirical generalizations about status and nonverbal task cues and offered an initial proposition to account for them in terms of expectation states theory. In an experimental test of the proposition that the task cue level of one actor in relation to that of another is a direct function of one person's expectation advantage relative to the other's, we found that subjects' verbal latency and initial gaze (two task cues) varied with the expectation advantage created by differences in the tatus characteristics of sex.	
10.2307/2778293	10.2307/2778293	Institutionalized Organizations: Formal Structure as Myth and Ceremony	John W. Meyer, Brian Rowan	American Journal of Sociology	83	2	1977-09-01T00:00:00Z	pp. 340-363	The University of Chicago Press	fla		Many formal organizational structures arise as reflections of rationalized institutional rules. The elaboration of such rules in modern states and societies accounts in part for the expansion and increased complexity of formal organizational structures. Institutional rules function as myths which organizations incorporate, gaining legitimacy, resources, stability, and enhanced survival prospects. Organizations whose structures become isomorphic with the myths of the institutional environment-in contrast with those primarily structured by the demands of technical production and exchange-decrease internal coordination and control in order to maintain legitimacy. Structures are decoupled from each other and from ongoing activities. In place of coordination, inspection, and evaluation, a logic of confidence and good faith is employed.	
10.2307/2778068	10.2307/2778068	Women and Work: The Psychological Effects of Occupational Conditions	Joanne Miller, Carmi Schooler, Melvin L. Kohn, Karen A. Miller	American Journal of Sociology	85	1	1979-07-01T00:00:00Z	pp. 66-94	The University of Chicago Press	fla		For employed women, job conditions that encourage self-direction are related to effective intellectual functioning and an open, flexible orientation to others, while those tha constrain opportunities for self direction are related to ineffective intellectual functioning and a rigid social orientation. Moreover, several types of job pressures and uncertainties are related to less effective intellectual functioning, unfavorable evaluations of self, or a rigid social orientation. These relationships do not result from social selection, pay, status, or social circumstances and personal preferences, and they are of magnitudes similar to those for men. Causal analysis demonstrates that job conditions not only correlate with but actually affect psychological functioning. For women, as for men, occupational conditions have a decided psychological impact.	
10.2307/2777413	10.2307/2777413	The Social Construction of Anomie: A Four-Nation Study of Industrial Workers	William H. Form	American Journal of Sociology	80	5	1975-03-01T00:00:00Z	pp. 1165-1191	The University of Chicago Press	fla		Responses to anomie scales are typically interpreted as signs of personal confusion. Actually, however, specific societal conditions can explain the extent of anomie which actors observe, if their observations are interpreted as social constructions of societal normlessness. This research concerned variations in constructions of anomie by workers in four countries according to extent of industrialization, the workers' place in the skill hierarchy, and their pattern of social system involvement. Anomie observed was related to the extend of industrialization, but place in the skill hierarchy and the pattern of system involvement were associated with anomie differently in each country. In the less developed countries, beliefs concerning societal anomie were not related to skill level or pattern of system involvement, as in the United States, but to political ideology and the ability of workers to see effective linkages between union and national politics.	
10.2307/2779556	10.2307/2779556	Hans Zeisel Concludes the Debate	Hans Zeisel	American Journal of Sociology	88	2	1982-09-01T00:00:00Z	pp. 394-396	The University of Chicago Press	fla			
10.2307/2779329	10.2307/2779329	Military Rank Attainment of a West Point Class: Effects of Cadets' Physical Features	Allan Mazur, Julie Mazur, Caroline Keating	American Journal of Sociology	90	1	1984-07-01T00:00:00Z	pp. 125-150	The University of Chicago Press	fla		Prior research has shown that males are perceived, on the basis of their physical characteristics, as either dominant or submissive individuals, that is, as assertive leaders or as uninfluential followers. In particular, certain facial features, tallness, and an athletic physique are perceived as dominant characteristic. Do such physical features affect social mobility? Do dominant-looking men advance to higher ranks in the military hierarchy than submissive-looking men? The yearbook of the West Point Class of 1950 provides facial portraits of the graduating cadets, allows close approximations of their height and athletic prowess, and gives their military ranks while at the academy; their ultimate ranks appear in West Point's Register of Graduates. This paper finds a substantial correlation between facial appearance and military rank while at West Point, as well as several weaker relationships.	
10.2307/2782539	10.2307/2782539	The Ecological Dynamics of Careers: The Impact of Organizational Founding, Dissolution, and Merger on Job Mobility	Heather A. Haveman, Lisa E. Cohen	American Journal of Sociology	100	1	1994-07-01T00:00:00Z	pp. 104-152	The University of Chicago Press	fla		This article unites social mobility and organizational ecology research and develops an ecological theory of career mobility. The vital events of organizational populations (founding, dissolution, and merger) cause substantial shifts in populations of employing organizations and jobs, thereby greatly altering opportunity structures. Founding creates jobs; dissolution and merger destroy jobs. These processes have strong direct effects on employees in new and failed organizations. Moreover, these processes have strong indirect effects on employees in other organizations, which can be best understood by extending vacancy-chain models to encompass industry dynamics. Analysis of job mobility in one industry generally supports the theory.	
10.2307/2780291	10.2307/2780291	New Methods for Analyzing the Intrinsic Character of Qualitative Variables Using Cross-Classified Data	Leo A. Goodman	American Journal of Sociology	93	3	1987-11-01T00:00:00Z	pp. 529-583	The University of Chicago Press	fla		This paper describes new methods for analyzing the intrinsic character of qualitative variables (variables pertaining to nominal attributes and/or to ordinal categorical classifications), using the observed cross-classification table pertaining to these variables. The new methods can be applied to determine whether the particular variables of interest can be expressed in intrinsic metric terms, using the pattern of the observed joint distribution of variables in a cross classification table as evidence pertaining to the possible intrinsic metric character of the variables. These methods are related to, but different from, (1) methods developed earlier in connection with Guttman's approach to scale analysis, (2) methods developed earlier in connection with Lazarsfeld's approach to latent-class analysis, and (3) methods developed more recently in connection with the loglinear approach. These three approaches appear, at first sight, to be very different from one another, but, with the introduction of the new methods described in the present paper, we shall be able to see more clearly how the three approaches are related to one another, and also how the new methods described here improve on the methods obtained with each of the three earlier approaches.	
10.2307/2780364	10.2307/2780364	She Works Hard for the Money: Household Responsibilities and the Allocation of Work Effort	Denise D. Bielby, William T. Bielby	American Journal of Sociology	93	5	1988-03-01T00:00:00Z	pp. 1031-1059	The University of Chicago Press	fla		Recent developments in human capital theory suggest that men and women differ in how they allocate effort to work activities. This paper uses the 1973 and 1977 Quality of Employment Surveys to test the assumtion that women allocate less effort to work because of their family and household responsibilities. Regression and ordered probit analyses show that, on average, women allocate more effort to work than do men. Further, the sex difference is substantial when men and women with comparable family situations and market human capital are compared. The paper discusses how experiments on sex differences in standards of "personal entitlement" and research on sex-segregated workplaces provide an alternative to the economists' perspective. Finally, the paper argues for an integration of human capital models, research on social equity, and structural theories of work organization in order to provide a more complete explanation of men's and women's orientations toward work and family.	
10.2307/2777053	10.2307/2777053	The Course of Mother-Tongue Diversity in Nations	Stanley Lieberson, Guy Dalto, Mary Ellen Johnston	American Journal of Sociology	81	1	1975-07-01T00:00:00Z	pp. 34-61	The University of Chicago Press	fla		The course of mother-tongue diversity is abstracted from longitudinal data gathered for 35 nations. The Greenberg A index is used to measure diversity  in each nation, and the magnitude of change is determined through a procedure proposed by Coleman. Diversity declines over time in the majority of cases, but there is considerable variation between nations and in 14 cases diversity has increased. Accordingly, various national characteristics are considered to see whether they help account for the magnitude and direction of change observed among nations. Two factors, the spatial isolation of language groups and official educational policies, have fairly high correlations with changes in diversity. In addition, several geopolitical factors have affected diversity change in the past: age of nation, boundary changes, forced population movements, and World War II. Two specially puzzling results are the comparatively rapid rate of mother-tongue change in the United States and the failure of national development to have much bearing on the course of mother-tongue diversity. A theoreticl approach accounting for these events is described.	
10.2307/2778623	10.2307/2778623	Errata: Rewards and Punishments as Selective Incentives for Collective Action: Theoretical Investigations		American Journal of Sociology	86	3	1980-11-01T00:00:00Z		The University of Chicago Press	fla			
10.2307/2778255	10.2307/2778255	Ascription Versus Achievement in the Attribution of Family Social Status	Steven L. Nock, Peter H. Rossi	American Journal of Sociology	84	3	1978-11-01T00:00:00Z	pp. 565-590	The University of Chicago Press	fla		The social standing of families in our society is the result of collective evaluations of certain characteristics of family members. The most important characteristics are known to be the occupational and educational attainments of both husband and wife. Beyond such achieved characteristics, there are many ascribed characteristics which have been presumed to have importance in the determination of a family's social standing. This paper presents the results of research on the relative importance of a number of achieved and ascribed characteristics in the evaluation of family units. Social origins as indicated by parental social status and individual achievements as indicated by educational and occupational attainments are studied for their relative importance to the process of status attribution. We shwo that achievement is more important than ascription. However, the latter is quite important in the status evaluation of families in our society. Further, it is apparent that families are evaluated on the basis of well-under-stood and agreed-upon principles.	
10.2307/2781682	10.2307/2781682	Do Neighborhoods Influence Child and Adolescent Development?	Jeanne Brooks-Gunn, Greg J. Duncan, Pamela Kato Klebanov, Naomi Sealand	American Journal of Sociology	99	2	1993-09-01T00:00:00Z	pp. 353-395	The University of Chicago Press	fla		The effects of neighborhood characteristics on the development of children and adolescents are estimated, using two data sets, each of which contains information gathered about individual children and the families and neighborhoods in which they reside. There are reasonalby powerful neighborhood effects-particularly effects of the presence of affluent neighbors-on Childhood IQ, teenage births, and school-leaving, even after the differences in the socioeconomic characteristics of families are adjusted for. The study finds that white teenagers benefit more from the presence of affluent neighbors than do black teenagers.	
10.2307/2780604	10.2307/2780604	Occupational Prestige in Urban China	Nan Lin, Wen Xie	American Journal of Sociology	93	4	1988-01-01T00:00:00Z	pp. 793-832	The University of Chicago Press	fla		The paper reports ratings of occupational prestige by urban residents in Beijing, China. Using a representative sample (N = 1,632) of adults aged 20-64 and a selected group of 50 occupations, we found that their rankings are remarkably consistent with those found in other countries. Within the general patterns of rankings, however, specific differences are found, and these reflect not only the specific skills required and resources valued at a particular historical moment in development but also the social effects of recent political events. These findings suggest a general correspondence of prestige rankings among major occupations across societies and that attention should be paid to the society's geopolitical characteristics and its recent historical experiences. Finally, a series of predictive equations are constructed to estimate prestige scores for all occupations in urban China.	
10.2307/2778257	10.2307/2778257	Income and Independence Effects on Marital Dissolution: Results from the Seattle and Denver Income-Maintenance Experiments	Michael T. Hannan, Nancy Brandon Tuma, Lyle P. Groeneveld	American Journal of Sociology	84	3	1978-11-01T00:00:00Z	pp. 611-633	The University of Chicago Press	fla		Using data from the Seattle and Denver Income-Maintenance Experiments, this paper discusses the effects of income and changes in income on marital dissolution. In an earlier article, we presented evidence of an experimental impact on marital dissolution and discussed how the pattern of effects found could be accounted for by nonlinear income and independence effects. The income effect decrease the marital dissolution rate by increasing the family's economic well being. The independence effect increase the dissolution rate by reducing the economic dependence of the more dependent partner (usually the wife) on the marriage. In this article, we present a model of nonlinear income and independence effects that accounts for much of the experimental-control difference reported in the earlier paper. According to the model, the effect of an income-maintenance program on marital dissolution depends not only upon the magnitude of the payment a couple receives but also on their level of income before the program, the level of the wife's independence, and the magnitude of the change in the wife's independence.	
10.2307/2782584	10.2307/2782584	The Social Origins of Agrarian Change in Late Medieval England	Rosemary L. Hopcroft	American Journal of Sociology	99	6	1994-05-01T00:00:00Z	pp. 1559-1595	The University of Chicago Press	fla		Agrarian change in late medieval England (about 1300-1500) was an important precursor of the agricultural revolution of later centuries. Recent historical scholarship shows pronounced regional differences in agrarian change during this period. This article uses both historical evidence and the results of a multivariate analysis to criticize various explanations of regional differences in agraian change. Neither population density, nor ecology, nor access to markets, nor class relations can adequately explain the regional pattern. A crucial factor shaping the regional pattern of agrarian change was the local social organization of production (or the "field system").	
10.2307/2781551	10.2307/2781551	Shadow Education and Allocation in Formal Schooling: Transition to University in Japan	David Lee Stevenson, David P. Baker	American Journal of Sociology	97	6	1992-05-01T00:00:00Z	pp. 1639-1657	The University of Chicago Press	fla		Shadow education is a set of educational activities that occur out-side formal schooling and are designed to enhance the student's formal school career. Analyses of data from a longitudinal study of high school seniors in Japan indicate that students from higher socioeconomic backgrounds are more likely to participate in shadow education and that students who participate in certain forms of shadow education are more likely to attend university. Expanding theories of allocation to incorporate shadow education may enhance the study of how students are allocated to places in formal schooling and how social advantages are transferred across generations.	
10.2307/2778291	10.2307/2778291	On Understanding a Sociological Classic	Robert Alun Jones	American Journal of Sociology	83	2	1977-09-01T00:00:00Z	pp. 279-319	The University of Chicago Press	fla		This paper is concerned with the conditions requisite to an understanding of "classic" works in sociological theory, using Durkheim's Elementary Forms of the Religious Life as the example. Included are (1) a discussion of "presentist" and "historicist" approaches to the history of sociological thought; (2) a criticism of presentist "statements of contribution" in the secondary literature on the Elementary Forms; (3) an assessment of Merton's distinction between the "history" and the "systematics" of sociological theory; (4) a reconsideration of "contextual" approaches to classical social theory; (5) the proposal of a new approach to the history of sociological theory, illustrated by a very tentative reinterpretation of Durkheim's theory of sacrifice; and (6) a concluding section on the value for sociology itself of an authentic history of sociological thought.	
10.2307/2777414	10.2307/2777414	Ethnicity and Participation: A Study of Mexican-Americans, Blacks, and Whites	George Antunes, Charles M. Gaitz	American Journal of Sociology	80	5	1975-03-01T00:00:00Z	pp. 1192-1211	The University of Chicago Press	fla		Drawing on the findings of Orum (1966) and Olsen (1970), this study hypothesizes that, because of a process of "compensation" or "ethnic identification," members of disadvantaged ethnic groups have higher levels of social and political participation than persons of the same social class who are members of the dominant social group. Data taken from a community survey only partially support the hypothesis with regard to 11 participation variables. When social class is controlled, black levels of participation generally exceed or equal those of whites; however, levels of participation among Mexican-Americans tend to be lower than those of whites. Several explanations which might account for these discrepant findings are discussed.	
10.2307/2777006	10.2307/2777006	Subjective Social Distance, Occupational Stratification, and Forms of Status and Class Consciousness: A Cross-national Replication and Extension	Edward O. Laumann, Richard Senter	American Journal of Sociology	81	6	1976-05-01T00:00:00Z	pp. 1304-1338	The University of Chicago Press	fla		After briefly reviewing some general theoretical issues in analyzing systems of social inequality and stratification, we propose a typology of forms of class and status consciousness. A specific procedure employing subjective social distance scales is proposed as an empirical strategy for assessing different forms of status consciousness and exploring their implications for class consciousness and other political and social attitudes. To evaluate the empirical and theoretical utility of this strategy, we report a West German replication of an American study in which substantial evidence is found for a remarkable degree of cross-national similarity in the subjective social distance responses accorded occupations varying in prestige and socioeconomic status, regardless of the class position of the respondent. Some working- and middle-class persons did, indeed, prefer to interact with members of their own class rather than with persons in higher- (or lower-) status occupations; and this manifestation of corporate status consciousness appeared to be specifically linked to other political and social views consonant with such consciousness. But these were relatively minor, albeit systematic, departures from the general picture of prestige-or upward-oriented preferences for intimate interaction at all class levels-what we have called a competitive status consciousness that appeared to be pervasive among lower-status persons in both the American and the German communities studied. While the results can hardly be regarded as definitive, they help to clarify a number of issues in studying subjective consciousness of the class and status order and suggest the promise of further work employing the approach.	
10.2307/3083232	10.2307/3083232	Age Stratification and the Changing Family	Anne Foner	American Journal of Sociology	84		1978-01-01T00:00:00Z	pp. S340-S365	The University of Chicago Press	fla			
10.2307/2782403	10.2307/2782403	On the Historical Efficiency of Competition Between Organizational Populations	Glenn R. Carroll, J. Richard Harrison	American Journal of Sociology	100	3	1994-11-01T00:00:00Z	pp. 720-749	The University of Chicago Press	fla		Much organizational theory and research uses an equilibrium assumption known as historical efficiency. This assumption implies that observed distributions of organizations at any point in time reflect the unique outcomes of underlying systematic processes, independent of historical details. In an attempt to assess the plausibility of this assumption in the context of organizational evolution, the authors use a well-established model to simulate trajectories of competing organizational populations. The findings show that path-dependent processes can often generate outcomes other than those implied by historical efficiency. Implications for theory and research are discussed.	
10.2307/2777204	10.2307/2777204	Women and the Fear of Success: A Problem in Replication	Adeline Levine, Janice Crumrine	American Journal of Sociology	80	4	1975-01-01T00:00:00Z	pp. 964-974	The University of Chicago Press	fla		The research reported on here attempted replication and expansion of Matina Horner's findings leading to her widely disseminated conclusion that women have a "motivation to avoid success." Seven hundred male and female college students wrote stories to randomly assigned cues concerning success of a male or female medical student. Content analysis showed that the majority of stories contained "fear of success" imagery; there were no significant differences in the percentages of women and men respondents including such imagery in their stories. These and other findings underscore the need for careful examination and replications before tentative concepts in popular or controversial areas become conventional wisdom.	
10.2307/2780516	10.2307/2780516	A Reanalyis of Marital Stability in the Seattle-Denver Income-Maintenance Experiment	Glen G. Cain, Douglas A. Wissoker	American Journal of Sociology	95	5	1990-03-01T00:00:00Z	pp. 1235-1269	The University of Chicago Press	fla		This paper challenges the widely cited finding of Groeneveld, Hannan, and Tuma that the Seattle-Denver Income-Maintenance Experiment provides evidence that guaranteed income plans for poor husband-wife families will increase marital dissolution relative to the existing program, Aid to Families with Dependent Children. The reanalysis of the experimental data distinguishes between the experimental treatment in the form of the "pure" negative income tax and the treatment plans that involved an experimental training program. All the time periods of the experiment are used, with allowance for the timing of the marital dissolution in the inferences, and with allowance for attrition. The conclusion of this paper is that the plans (specifically, the negative income tax plans in the experiment) had no effect on the rate of marital dissolutions among the "treatment" couples relative to the control couples.	
10.2307/2781415	10.2307/2781415	I Will Follow Him: Family Ties, Gender-Role Beliefs, and Reluctance to Relocate for a Better Job	William T. Bielby, Denise D. Bielby	American Journal of Sociology	97	5	1992-03-01T00:00:00Z	pp. 1241-1267	The University of Chicago Press	fla		This article tests competing explanations for why wives in dualearner couples are less willing than husbands to relocate for a better job. Hypotheses are derived from a neoclassical market model that assumes spouses maximize family well-being and a sociological alternative that emphasizes the mediating function fo gender-role-ideology in decision making by couples. Results from a maximum-likelihood probit model that uses data from the 1977 Quality of Employment Survey indicate that couples' orientation to the "provider role" shapes how they respond to job opportunities. A husband's potential loss from a move appears to deter wives from capitalizing on opportunities at a new location, but a wife's potential loss does not deter husbands. However, differences by gender are substantially smaller among men and women who reject traditional notions about husbands'and wives' roles within families. Implications for future theoretical development and empirical research are discussed.	
10.2307/2779716	10.2307/2779716	The Density of Acquaintanceship: An Overlooked Variable in Community Research?	William R. Freudenburg	American Journal of Sociology	92	1	1986-07-01T00:00:00Z	pp. 27-63	The University of Chicago Press	fla		One of the most basic characteristics of a community's social structure is the proportion of its residents who are acquainted with one another-in the terminology of this paper, the community's "density of acquaintanceship." Although versions of this variable have been discussed for at least three-quarters of a century, quantitative studies have found little evidence that it has any significant consequences for psychosocial adjustment. Using a different focus, however, may lead to different conclusions. Drawing from a study of rapid community growth, this paper reports that a marked decline in the density of acquaintanceship did in fact lead to significant consequences-but that the effects were strongest in areas other than psychological functioning. Changes were particularly evident in control of deviance, socialization of the young, and care for the community's weaker members. psychosocial impacts, by contrast, were lessened by the continuing vitality of intimate social supports. The paper concludes that the density of acquaintanceship variable warrants systematic but refocused investigation in the future.	
10.2307/2777597	10.2307/2777597	Development Towns in Israel: The Role of Community in Creating Ethnic Disparities in Labor Force Characteristics	Seymour Spilerman, Jack Habib	American Journal of Sociology	81	4	1976-01-01T00:00:00Z	pp. 781-812	The University of Chicago Press	fla		This paper investigates the contribution of community to ethnic stratification is Israel. We show that "development towns," a category of new settlements established to achieve population dispersal and immigrant absorption, have influenced (a) the areal distributions of different ethnic (country-of origin) group, (b) the tendency for each group to be concentrated in certain industries, and (c) the occupational opportunities available to the members of an ethnic population. We also review the relevance of this analysis for understanding ethnic stratification in America.	
10.2307/2778259	10.2307/2778259	Cross-National Evidence of the Effects of Foreign Investment and Aid on Economic Growth and Inequality: A Survey of Findings and a Reanalysis	Volker Bornschier, Christopher Chase-Dunn, Richard Rubinson	American Journal of Sociology	84	3	1978-11-01T00:00:00Z	pp. 651-683	The University of Chicago Press	fla		As an outgrowth of dependency theories of national development, there have been a large number of cross-national empirical studies of the effects of foreign investment and aid on economic growth and inequality. This paper reviews these studies in order to discover what can be concluded about these relationships. Our strategy is as follows: First, we discuss the conceptualization of the four main variables at issue. Second, we discuss the differences in the research designs and measuments in the studies. Third, we compare their results and explain contradictory and inconsistent findings. Fourth, we present some new analyses based on this review. We conclude: (1) The effect of direct foreign investment and aid has been to increase economic inequality within countries. (2) Flows of direct foreing investment and aid have had a short-term effect of increasing the relative rate of economic growth of countries. (3) Stocks of direct foreign investment and aid have had the cumulative, long-term effect of decreasing the relative rate of economic growth of countries. (4) This relationship has been conditional on the level of development of countries. The stocks of foreign investment and aid have had negative effects in both richer and poorer developing countries, but the effect is much stronger within the richer than the poorer ones. (5) These relationships hold independently of geographical area.	
10.2307/2778664	10.2307/2778664	The Happy Worker: An Analysis of Educational and Occupational Differences in Determinants of Job Satisfaction	Barry Gruenberg	American Journal of Sociology	86	2	1980-09-01T00:00:00Z	pp. 247-271	The University of Chicago Press	fla		Two types of explanation for the generally high level of job satisfaction reported by workers holding manual or routine jobs are distinguished on the basis of the degree to which they emphasize the values and needs of such workers as opposed to relying upon the worker's accommodation to limited job opportunities. The former, "dispositional," approach involves theoretical assumptions compatible with a Durkheimian social theory; the "situational" approach is characteristic of a more Marxian set of theoretical assumptions. Data from a national sample of workers are analyzed to show that perceived intrinsic and extrinsic sources of satisfaction have powerful effects on overall job satisfaction irrespective of educational background and that intrinsic satisfaction is a powerful determinant of overall satisfaction among members of occupational groups, while extrinsic sources of satisfaction vary in importance among different groups. Entrinsic satisfaction is shown to be much more important as a determinant of overall satisfaction among unskilled, semiskilled, and clerical workers than it is among skilled and professional workers, a finding that is interpreted as reflecting the differential in opportunities for instrinsic satisfaction for instrinsic satisfaction associated with each group. More generally, the findings support the Marxian rather than the Durkheimian model.	
10.2307/2778780	10.2307/2778780	The Age Structures of Occupations and Jobs	Robert L. Kaufman, Seymour Spilerman	American Journal of Sociology	87	4	1982-01-01T00:00:00Z	pp. 827-851	The University of Chicago Press	fla		Age segmentation in the labor force can be analyzed in terms of the age distributions of occupations. In this paper we show that the majority of detailed census occupations conform to one of five basic age profiles. Further, these age profiles have meaning as they derive from the operation of well-defined institutional forces. We discuss the relevance of industry for a refined understanding of occupational-age patterns and conclude with some observations about the likely consequence of a change in teh age of compulsory retirement for the age distributions of different occupations.	
10.2307/2777894	10.2307/2777894	Emotion and Social Life: A Symbolic Interactionist Analysis	Susan Shott	American Journal of Sociology	84	6	1979-05-01T00:00:00Z	pp. 1317-1334	The University of Chicago Press	fla		This paper attempts to present a largely symbolic interactionist analysis of some aspects of emotion and, in doing so, to indicate the utility of the sociological study of emotion. I begin by examining, from a general sociological perspective, the socialization of effective experience and expression. Several major symbolic interactionist propositions are then used to analyze the emergent, constructed character of the actor's experience of emotion and the importance of both definitions and internal stimuli for the construction of feelings. Finally, the manner in which role-taking emotions (feelings that presuppose role taking) facilitate social control is treated, using symbolic interactionist tenets. I conclude by arguing for the necessity of sociological investigations of emotion for a full understanding of both emotion and social life.	
10.2307/2779676	10.2307/2779676	Minority Concentration and Earnings Inequality: Blacks, Hispanics, and Asians Compared	Marta Tienda, Ding-Tzann Lii	American Journal of Sociology	93	1	1987-07-01T00:00:00Z	pp. 141-165	The University of Chicago Press	fla		This paper investigates the influence of the racial and ethnic composition of labor markets on earnings inequality among black, Hispanic, Asian, and white men to determine whether the influence on earnings of minority labor-market concentration differs by educational level. Consistent with other studies, the results, based on the 1980 5% Public Use Microdata Sample, show that Hispanic and nonwhite workers, compared with their white counterparts, lost earnings from residence and work in labor markets with a large share of monority residents and that this relationship was especially pronounced for black men. Further refinement of these results reveals additional differentation by educational groups: the earnings losses of black, Hispanic, and Asian men associated with residence in areas of high minority concentration are greatest among workers with college education and lowest among those who have not completed high school. That college-educated whites gained most from minority concentration emphasizes how both ascribed (race) and achieved (education) identifiers must coincide to generate white earnings advantages. Considered by themselves, neither racial nor educational divisions explain fully how earnings disparties are accentuated by the ethnic composition of labor markets.	
10.2307/2781578	10.2307/2781578	Errata: Young White Adults: Did Racial Attitudes Change in the 1980s?		American Journal of Sociology	98	5	1993-03-01T00:00:00Z		The University of Chicago Press	fla			
10.2307/2777556	10.2307/2777556	Ethnic Residential Segregation: Patterns of Change	Avery M. Guest, James A. Weed	American Journal of Sociology	81	5	1976-03-01T00:00:00Z	pp. 1088-1111	The University of Chicago Press	fla		This study traces changes in patterns of ethnic residential segregation for Cleveland from 1930 to 1970 and for Boston and Seattle form 1960 to 1970. For Cleveland the data indicate some clear declines in residential segregation since 1930 for "new" southern and eastern European ethnic group; "old" groups, however, actually increased in segregation. Between 1960 and 1970, we could find few changes in patterns of ethnic segregation for Boston, Cleveland, and Seattle. On the whole, we found that differences in residential segregation among ethnic groups, both cross-sectionally and over time, were highly related to differences in social status. It is clear, nevertheless, that ethnic segregation would continue to exist even if social status differences among ethnic groups disappeared.	
10.2307/2782078	10.2307/2782078	Relative Fairness and the Division of Housework: The Importance of Options	Mary Clare Lennon, Sarah Rosenfield	American Journal of Sociology	100	2	1994-09-01T00:00:00Z	pp. 506-531	The University of Chicago Press	fla		In spite of employed married women performing approximately twice as much hosework as their husbands, the majority of women believe this situation to be fair. This article investigates the sources and consequences of employed wives' perceptions of fairness in the division of housework. The findings support a social exchange explanation: women who have fewer alternatives to marriage and less economic resources are more likely to view a given division of housework as fair, while women with more alternatives view the same division as unjust. Also, women who perceive an unequal situation as unfair experience lower psychological well-being.	
10.2307/2779589	10.2307/2779589	Gun Ownership and the "Southern Subculture of Violence"	Jo Dixon, Alan J. Lizotte	American Journal of Sociology	93	2	1987-09-01T00:00:00Z	pp. 383-405	The University of Chicago Press	fla		Recent investigations have explained regional differentials in homicide by reference to a reformulated subculture-of-violence thesis, which posits a southern subculture of violence. These studies heavily emphasize the role of firearms in violent subcultures. This paper develops a model that specifies the relationship between regions and subcultures of violence while determining the relationship of both to gun ownership. Analysis of patterns of gun ownership among individuals shows that the violent values indicative of sub-culture-of-violence membership are unrelated to region when structural factors are taken into account. Moreover, gun ownership is unrelated to the violent values indicative of subcultures of violence. Instead, both region and gun ownership are related to defensive attitudes that are not indicative of a subculture of violence. These results cast doubt on the validity of the reformulated subculture-of-violence thesis that emphasizes a regional subculture of violence with guns as a central feature. While interpersonal violence, such as homicide, may be a function of subcultures of violence, these subcultures operate independently of region and may be associated with, but are in no way dependent on, firearms.	
10.2307/2779958	10.2307/2779958	Men and Women at Work: Sex Segregation and Statistical Discrimination	William T. Bielby, James N. Baron	American Journal of Sociology	91	4	1986-01-01T00:00:00Z	pp. 759-799	The University of Chicago Press	fla		This article develops and tests hypotheses about the determinants of sex segregation in occupations employing both men and women, analyzing data on a diverse sample of California establishments. In the few instances in which men and women perform similar work roles, the jobs are typically done in distinct organizational settings, and when an enterprise employs both sexes in the same occupation, men and women are usually assigned different job titles. The findings are consistent with the theory of statistical discrimination, wich posits that employers reserve some jobs for men and others for women. However, little evidence is found that employers' practices reflect efficient and rational responses to sex differences in skills and turnover costs. Alternative explanations for gender segregation within and among organizations are suggested and the research necessary to develop a more accurate account of the sexual division of labor in the workplace is outlined.	
10.2307/2781284	10.2307/2781284	James Coleman: Social Theorist and Moral Philosopher?	Adrian Favell	American Journal of Sociology	99	3	1993-11-01T00:00:00Z	pp. 590-613	The University of Chicago Press	fla		The reception of James Coleman's monumental recent work Foundations of Social Theory has to date been narrowly technical in scope. This article seeks to redress this by offering a broader, philosophical reading of Coleman's work, one that brings out the full breadth of his intentions. It considers his account of the failigs of comtemporary political and moral philosophy and his own theory of rights, the self, and corporate structures in society. It goes on to discuss the limits of a comprehensive rational choice theory and the viability of Coleman's aspiration to found a positive social theory that can be at the heart of reflections on institutional reform and policy-making.	
